pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
94,"MCCONNELL M. (PG)
Telekom Baskets Bonn",34,741:24:00,298,69,140,49.30%,26,71,36.60%,95,211,45.00%,82,96,85.40%,51,23,74,133,23,73,2,66,327,114,0
86,"BANIC M. (PF)
ALBA BERLIN",31,588:14:00,293,105,171,61.40%,0,1,0.00%,105,172,61.10%,83,100,83.00%,62,43,105,16,10,32,7,71,315,170,0
76,"RADOSEVIC L. (C)
ALBA BERLIN",29,630:43:00,292,111,222,50.00%,1,1,100.00%,112,223,50.20%,67,109,61.50%,72,49,121,32,15,40,14,63,281,132,0
67,"KAMP H. (PF)
BG Göttingen",28,608:39:00,288,107,182,58.80%,4,14,28.60%,111,196,56.60%,62,80,77.50%,73,36,109,49,23,56,7,74,317,-55,1
97,"GODBOLD D. (PF)
BG Göttingen",34,955:26:00,286,40,78,51.30%,53,148,35.80%,93,226,41.20%,47,57,82.50%,116,28,144,79,46,46,19,93,385,-9,0
99,"BURRELL R. (PF)
medi bayreuth",34,655:06:00,283,97,187,51.90%,9,33,27.30%,106,220,48.20%,62,85,72.90%,72,43,115,41,23,56,16,105,285,-153,1
100,"MäDRICH D. (C)
Telekom Baskets Bonn",34,508:15:00,281,84,133,63.20%,11,45,24.40%,95,178,53.40%,80,109,73.40%,88,43,131,18,10,26,8,96,310,-11,0
96,"LUKOVIC M. (SF)
TBB Trier",33,672:04:00,278,82,191,42.90%,15,60,25.00%,97,251,38.70%,69,110,62.70%,96,43,139,52,19,43,6,67,256,-94,1
88,"HAMMONDS C. (PG)
ALBA BERLIN",30,811:38:00,277,79,136,58.10%,28,83,33.70%,107,219,48.90%,35,48,72.90%,65,21,86,94,33,50,5,74,320,231,0
103,"STIMAC V. (C)
FC Bayern München",34,532:32:00,276,110,169,65.10%,1,5,20.00%,111,174,63.80%,53,100,53.00%,101,81,182,19,6,22,16,75,367,151,2
104,"RADOSAVLJEVIC B. (C)
WALTER Tigers Tübingen",34,530:20:00,274,80,152,52.60%,8,26,30.80%,88,178,49.40%,90,113,79.70%,73,40,113,31,13,58,22,102,282,-170,0
108,"NADJFEJI A. (PF)
WALTER Tigers Tübingen",34,605:46:00,266,89,167,53.30%,12,31,38.70%,101,198,51.00%,52,73,71.20%,59,24,83,48,12,46,5,62,250,-151,0
32,"MCKINNEY J. (SG)
WALTER Tigers Tübingen",21,569:23:00,265,37,73,50.70%,53,129,41.10%,90,202,44.60%,32,36,88.90%,55,9,64,27,15,22,0,43,233,-119,0
55,"HOLSTON D. (PG)
Artland Dragons",24,608:31:00,264,39,77,50.60%,50,114,43.90%,89,191,46.60%,36,48,75.00%,48,15,63,137,33,36,1,65,348,74,1
109,"LEUNEN M. (PF)
ratiopharm ulm",34,963:28:00,263,38,60,63.30%,57,128,44.50%,95,188,50.50%,16,18,88.90%,104,23,127,58,25,31,11,65,358,11,0
110,"SAIBOU J. (PG)
Crailsheim Merlins",33,631:50:00,253,63,131,48.10%,20,67,29.90%,83,198,41.90%,67,93,72.00%,67,25,92,74,33,73,3,73,241,-180,0
113,"LAWRENCE E. (PG)
Telekom Baskets Bonn",34,828:52:00,252,46,102,45.10%,36,119,30.30%,82,221,37.10%,52,75,69.30%,63,13,76,179,29,77,2,78,299,50,0
105,"BOYKIN J. (PF)
BG Göttingen",31,494:24:00,250,76,140,54.30%,23,59,39.00%,99,199,49.80%,29,32,90.60%,67,41,108,23,16,27,7,51,274,-51,0
114,"MCELROY I. (SF)
Basketball Löwen Braunschweig",34,978:32:00,250,66,139,47.50%,22,65,33.90%,88,204,43.10%,52,67,77.60%,84,24,108,111,31,44,1,51,326,-4,1
115,"SEIFERTH A. (C)
Artland Dragons",34,544:57:00,249,100,173,57.80%,0,0,0.00%,100,173,57.80%,49,75,65.30%,71,33,104,28,7,48,9,88,250,-7,0
8,"FOSTER J. (SG)
medi bayreuth",17,592:08:00,248,50,109,45.90%,39,111,35.10%,89,220,40.50%,31,45,68.90%,53,11,64,54,25,29,1,55,218,-126,0
101,"BREMBLY D. (SG)
medi bayreuth",30,776:58:00,245,61,109,56.00%,31,70,44.30%,92,179,51.40%,30,40,75.00%,70,22,92,33,13,31,5,81,260,-24,0
117,"KRAMER C. (SG)
EWE Baskets Oldenburg",34,922:44:00,245,61,116,52.60%,24,73,32.90%,85,189,45.00%,51,74,68.90%,117,25,142,145,43,65,7,70,390,85,0
87,"KING A. (C)
Artland Dragons",26,560:20:00,242,86,179,48.00%,0,4,0.00%,86,183,47.00%,70,90,77.80%,95,39,134,35,10,27,27,36,304,-55,1
120,"GIFFEY N. (SG)
ALBA BERLIN",34,604:50:00,238,51,100,51.00%,34,84,40.50%,85,184,46.20%,34,44,77.30%,57,36,93,30,11,28,7,78,242,194,0
90,"STOCKTON M. (PG)
MHP RIESEN Ludwigsburg",26,650:56:00,235,60,128,46.90%,18,62,29.00%,78,190,41.10%,61,82,74.40%,48,19,67,68,22,45,2,81,216,51,0
98,"GAVEL A. (SG)
FC Bayern München",28,751:39:00,234,45,87,51.70%,32,94,34.00%,77,181,42.50%,48,56,85.70%,49,9,58,113,30,33,0,47,290,270,0
116,"WALESKOWSKI A. (PF)
MHP RIESEN Ludwigsburg",32,585:52:00,234,81,148,54.70%,14,58,24.10%,95,206,46.10%,30,47,63.80%,77,32,109,44,20,35,10,93,254,-33,1
125,"WACHALSKI S. (PF)
Telekom Baskets Bonn",34,532:46:00,234,42,71,59.20%,37,87,42.50%,79,158,50.00%,39,51,76.50%,54,29,83,21,15,24,4,65,242,36,0
92,"BARTHEL D. (PF)
FRAPORT SKYLINERS",26,666:28:00,233,63,120,52.50%,19,45,42.20%,82,165,49.70%,50,63,79.40%,108,27,135,41,14,38,23,68,312,62,2
75,"CUFFEE M. (SF)
WALTER Tigers Tübingen",23,654:43:00,232,48,109,44.00%,38,107,35.50%,86,216,39.80%,22,31,71.00%,99,31,130,37,11,28,4,65,247,-107,0
31,"DUNCAN J. (PF)
Brose Baskets",18,416:59:00,229,51,91,56.00%,22,62,35.50%,73,153,47.70%,61,70,87.10%,79,20,99,32,6,21,11,42,267,156,0
71,"WALLACE J. (PG)
WALTER Tigers Tübingen",22,499:07:00,224,23,44,52.30%,54,126,42.90%,77,170,45.30%,16,17,94.10%,30,2,32,49,18,30,0,46,199,-71,0
123,"HARRIS E. (PF)
Brose Baskets",32,522:24:00,223,70,110,63.60%,12,32,37.50%,82,142,57.80%,47,66,71.20%,68,33,101,30,13,27,8,63,269,122,0
128,"DOORNEKAMP A. (SF)
FRAPORT SKYLINERS",33,797:11:00,223,38,76,50.00%,35,103,34.00%,73,179,40.80%,42,57,73.70%,100,34,134,48,23,28,6,115,285,3,0
124,"SCHAFFARTZIK H. (PG)
FC Bayern München",32,659:21:00,221,15,40,37.50%,52,125,41.60%,67,165,40.60%,35,43,81.40%,39,11,50,108,17,30,2,60,262,222,0
132,"KING A. (SF)
ALBA BERLIN",34,621:03:00,220,41,63,65.10%,40,103,38.80%,81,166,48.80%,18,32,56.30%,63,23,86,40,20,31,5,79,241,170,0
137,"TOPPERT C. (SF)
Artland Dragons",34,459:28:00,214,13,21,61.90%,57,131,43.50%,70,152,46.10%,17,20,85.00%,38,8,46,19,5,15,1,39,185,7,0
126,"LITTLE J. (SG)
MHP RIESEN Ludwigsburg",31,785:33:00,213,67,154,43.50%,17,63,27.00%,84,217,38.70%,28,42,66.70%,54,22,76,40,27,38,1,112,172,58,0
46,"MIHAILOVIC V. (SG)
WALTER Tigers Tübingen",18,451:00:00,211,44,79,55.70%,19,70,27.10%,63,149,42.30%,66,90,73.30%,47,5,52,37,22,32,1,59,181,-51,0
133,"KASHIROV A. (C)
WALTER Tigers Tübingen",33,489:56:00,211,80,164,48.80%,4,8,50.00%,84,172,48.80%,39,49,79.60%,66,39,105,29,12,28,15,87,246,-40,0
80,"GREGORY D. (PF)
Phoenix Hagen",21,559:21:00,209,90,164,54.90%,0,0,0.00%,90,164,54.90%,29,55,52.70%,73,43,116,19,15,21,27,71,265,-88,1
85,"TAYLOR B. (SF)
FC Bayern München",22,529:27:00,209,43,79,54.40%,29,69,42.00%,72,148,48.70%,36,42,85.70%,35,32,67,29,21,14,2,55,232,157,0
129,"MöNNINGHOFF M. (SG)
TBB Trier",31,787:08:00,203,32,67,47.80%,35,100,35.00%,67,167,40.10%,34,41,82.90%,59,12,71,32,13,22,1,51,191,-170,0
136,"VRABAC A. (SF)
TBB Trier",32,632:08:00,202,64,139,46.00%,11,45,24.40%,75,184,40.80%,41,78,52.60%,51,23,74,39,9,79,7,78,106,-116,0
47,"TIMBERLAKE C. (SG)
Crailsheim Merlins",17,466:42:00,198,55,112,49.10%,19,34,55.90%,74,146,50.70%,31,43,72.10%,46,13,59,34,23,24,3,27,209,-97,0
119,"MORRISON M. (C)
FRAPORT SKYLINERS",28,391:16:00,198,73,102,71.60%,0,0,0.00%,73,102,71.60%,52,96,54.20%,49,44,93,15,3,32,14,86,218,13,0
141,"VARGAS A. (SG)
ALBA BERLIN",34,623:52:00,195,23,48,47.90%,37,89,41.60%,60,137,43.80%,38,44,86.40%,58,27,85,26,20,15,1,86,229,143,0
139,"PALYZA L. (SF)
medi bayreuth",32,573:55:00,194,28,66,42.40%,37,101,36.60%,65,167,38.90%,27,29,93.10%,48,11,59,19,7,11,1,65,165,-73,0
42,"FREESE J. (C)
Crailsheim Merlins",16,443:03:00,192,67,141,47.50%,3,9,33.30%,70,150,46.70%,49,72,68.10%,62,47,109,19,6,32,7,26,198,-148,2
143,"SIMON N. (PG)
Basketball Löwen Braunschweig",34,685:37:00,190,27,73,37.00%,32,79,40.50%,59,152,38.80%,40,46,87.00%,51,10,61,38,18,38,0,90,170,-43,0
146,"SCHWARZ M. (SG)
Mitteldeutscher BC",34,644:00:00,186,7,23,30.40%,49,141,34.80%,56,164,34.20%,25,26,96.20%,31,10,41,52,24,27,0,61,167,-133,0
148,"NEUMANN P. (C)
EWE Baskets Oldenburg",34,465:24:00,184,67,135,49.60%,0,0,0.00%,67,135,49.60%,50,61,82.00%,66,47,113,19,14,25,16,58,242,2,0
111,"MICIC V. (PG)
FC Bayern München",24,395:33:00,183,32,66,48.50%,15,55,27.30%,47,121,38.80%,74,85,87.10%,41,10,51,89,19,49,1,61,209,169,0
149,"SCHWETHELM P. (SF)
ratiopharm ulm",34,607:39:00,182,14,22,63.60%,46,107,43.00%,60,129,46.50%,16,25,64.00%,63,21,84,30,22,12,1,78,229,-3,0
145,"STUCKEY M. (PG)
EWE Baskets Oldenburg",32,528:52:00,177,31,60,51.70%,30,98,30.60%,61,158,38.60%,25,30,83.30%,59,9,68,42,18,27,5,81,181,18,0
142,"IGBAVBOA U. (PF)
Phoenix Hagen",30,378:07:00,172,69,141,48.90%,0,1,0.00%,69,142,48.60%,34,59,57.60%,45,22,67,15,8,24,5,64,145,-14,0
79,"AGAFONOV A. ()
Crailsheim Merlins",17,418:43:00,170,50,75,66.70%,11,39,28.20%,61,114,53.50%,37,46,80.40%,60,26,86,24,10,25,15,55,218,-49,1
152,"HEYDEN P. (C)
medi bayreuth",33,527:25:00,168,57,102,55.90%,0,0,0.00%,57,102,55.90%,54,79,68.40%,73,34,107,12,6,31,12,92,204,-131,0
102,"SAMENAS L. (SG)
TBB Trier",20,411:16:00,163,15,37,40.50%,28,85,32.90%,43,122,35.30%,49,58,84.50%,30,9,39,15,6,26,1,51,110,-117,0
112,"MOORE J. (PF)
Crailsheim Merlins",22,480:13:00,163,46,85,54.10%,17,63,27.00%,63,148,42.60%,20,29,69.00%,59,14,73,31,20,25,13,44,181,-167,0
151,"JAGLA J. (PF)
FC Bayern München",31,392:57:00,163,34,68,50.00%,25,70,35.70%,59,138,42.80%,20,27,74.10%,56,32,88,18,15,10,15,46,203,122,0
121,"O‘BRIEN J. (PF)
Eisbären Bremerhaven",23,373:24:00,161,60,100,60.00%,8,28,28.60%,68,128,53.10%,17,22,77.30%,39,33,72,10,7,18,7,49,174,-38,0
156,"SPOHR D. (SF)
BG Göttingen",34,576:23:00,160,21,42,50.00%,33,95,34.70%,54,137,39.40%,19,25,76.00%,48,26,74,23,11,26,1,55,154,-45,0
154,"GESKE N. (PG)
Phoenix Hagen",33,557:09:00,159,33,99,33.30%,16,54,29.60%,49,153,32.00%,45,58,77.60%,38,10,48,85,24,50,4,94,153,-10,0
130,"BENZING R. (SF)
FC Bayern München",24,424:21:00,156,27,58,46.60%,17,60,28.30%,44,118,37.30%,51,66,77.30%,42,11,53,30,12,9,6,69,159,223,0
158,"CLAY O. (PF)
Mitteldeutscher BC",33,384:41:00,150,59,112,52.70%,0,0,0.00%,59,112,52.70%,32,64,50.00%,59,31,90,10,11,28,11,80,159,-76,0
64,"ROBINSON D. (PG)
Brose Baskets",14,322:09:00,147,35,66,53.00%,15,31,48.40%,50,97,51.60%,32,37,86.50%,22,1,23,31,7,30,1,40,127,133,0
131,"BAILEY B. (SG)
medi bayreuth",22,564:06:00,143,40,95,42.10%,4,21,19.10%,44,116,37.90%,51,67,76.10%,29,10,39,58,18,37,1,74,134,-7,0
160,"SCHULTZE S. (PF)
Eisbären Bremerhaven",34,549:44:00,142,21,52,40.40%,25,92,27.20%,46,144,31.90%,25,34,73.50%,39,21,60,32,9,47,4,108,93,-120,0
45,"SMITH J. (PG)
Eisbären Bremerhaven",12,326:28:00,141,42,74,56.80%,4,25,16.00%,46,99,46.50%,45,59,76.30%,27,5,32,61,22,28,2,33,163,-12,0
95,"FREASE K. (C)
Artland Dragons",16,246:35:00,138,61,96,63.50%,0,0,0.00%,61,96,63.50%,16,26,61.50%,48,22,70,15,5,18,6,38,171,20,0
159,"MCCRAY D. (PG)
Artland Dragons",32,502:22:00,137,28,52,53.80%,23,70,32.90%,51,122,41.80%,12,18,66.70%,42,5,47,64,11,39,6,88,149,34,0
66,"RUSH B. (SG)
ratiopharm ulm",13,301:03:00,136,18,52,34.60%,24,60,40.00%,42,112,37.50%,28,35,80.00%,21,6,27,25,11,17,1,12,106,11,0
140,"CROW J. (SG)
Crailsheim Merlins",23,421:29:00,134,23,62,37.10%,20,57,35.10%,43,119,36.10%,28,38,73.70%,27,13,40,26,10,18,3,62,109,-97,0
161,"SCHMIDT S. (C)
TBB Trier",32,615:00:00,130,50,114,43.90%,0,0,0.00%,50,114,43.90%,30,46,65.20%,85,31,116,15,15,33,2,74,165,-181,0
150,"HORNER D. (PF)
Artland Dragons",24,326:17:00,127,29,61,47.50%,12,30,40.00%,41,91,45.10%,33,40,82.50%,40,27,67,11,8,24,10,50,142,-55,0
164,"MANGOLD A. (PG)
Telekom Baskets Bonn",33,706:46:00,126,13,29,44.80%,22,87,25.30%,35,116,30.20%,34,43,79.10%,61,12,73,68,28,38,1,91,168,58,0
165,"FLOMO P. (C)
MHP RIESEN Ludwigsburg",34,368:29:00,125,48,86,55.80%,0,0,0.00%,48,86,55.80%,29,50,58.00%,46,43,89,1,15,17,14,60,168,-7,0
155,"STAIGER L. (SG)
FC Bayern München",26,380:34:00,124,7,18,38.90%,35,88,39.80%,42,106,39.60%,5,8,62.50%,18,5,23,23,15,12,0,42,106,134,0
171,"TADDA K. (SG)
Brose Baskets",34,593:34:00,119,15,24,62.50%,24,51,47.10%,39,75,52.00%,17,19,89.50%,58,12,70,38,13,14,0,65,188,223,0
127,"JOHNSON S. (PF)
Crailsheim Merlins",17,351:50:00,116,30,49,61.20%,12,29,41.40%,42,78,53.90%,20,24,83.30%,47,18,65,29,18,20,1,28,169,-76,0
163,"SMEULDERS R. (C)
EWE Baskets Oldenburg",29,356:15:00,116,38,84,45.20%,1,3,33.30%,39,87,44.80%,37,45,82.20%,51,40,91,17,5,25,4,67,152,24,0
49,"VOUGIOUKAS I. (C)
ratiopharm ulm",10,159:35:00,114,34,50,68.00%,2,3,66.70%,36,53,67.90%,40,45,88.90%,19,10,29,6,0,9,5,20,123,-18,0
166,"PHILMORE I. (PF)
ratiopharm ulm",30,256:36:00,110,40,64,62.50%,1,10,10.00%,41,74,55.40%,27,37,73.00%,28,28,56,5,2,13,1,47,118,-102,0
18,"MCCALEBB B. (PG)
FC Bayern München",8,215:54:00,109,36,54,66.70%,7,19,36.80%,43,73,58.90%,16,20,80.00%,14,4,18,45,9,15,0,21,132,30,1
153,"ZIPSER P. (SG)
FC Bayern München",22,291:58:00,108,25,53,47.20%,12,31,38.70%,37,84,44.10%,22,30,73.30%,35,17,52,19,6,21,8,36,117,117,0
118,"KLEIN K. (PG)
FRAPORT SKYLINERS",15,304:00:00,107,21,45,46.70%,14,41,34.20%,35,86,40.70%,23,26,88.50%,29,12,41,30,11,23,0,37,112,-9,0
179,"DORETH B. (PG)
Artland Dragons",34,581:39:00,107,16,41,39.00%,21,55,38.20%,37,96,38.50%,12,13,92.30%,45,9,54,68,8,38,0,66,139,-54,0
172,"ZWIENER P. (SF)
EWE Baskets Oldenburg",31,345:11:00,106,29,65,44.60%,8,30,26.70%,37,95,39.00%,24,24,100.00%,30,24,54,14,7,17,3,36,109,27,0
173,"SCHNEIDERS N. (C)
Eisbären Bremerhaven",31,336:25:00,104,45,74,60.80%,0,1,0.00%,45,75,60.00%,14,37,37.80%,34,34,68,9,3,20,12,77,123,-4,0
138,"WYRICK B. (SF)
Mitteldeutscher BC",16,293:16:00,100,28,48,58.30%,14,46,30.40%,42,94,44.70%,2,4,50.00%,24,16,40,8,6,16,1,26,85,-61,0
180,"KULAWICK R. (SG)
BG Göttingen",33,447:54:00,100,10,26,38.50%,24,71,33.80%,34,97,35.10%,8,12,66.70%,25,12,37,11,9,17,1,59,74,-68,0
167,"BAHIENSE DE MELLO D. (SG)
BG Göttingen",28,517:50:00,99,29,59,49.20%,10,57,17.50%,39,116,33.60%,11,15,73.30%,58,5,63,40,16,22,1,73,116,45,0
168,"PLUSKOTA M. (PF)
Basketball Löwen Braunschweig",27,268:55:00,95,31,53,58.50%,0,0,0.00%,31,53,58.50%,33,49,67.40%,50,23,73,3,14,29,4,51,122,19,0
183,"KOCH F. (SF)
Telekom Baskets Bonn",33,259:13:00,95,21,46,45.70%,13,33,39.40%,34,79,43.00%,14,18,77.80%,16,7,23,14,5,15,2,29,75,-27,0
178,"BLECK F. (SF)
Phoenix Hagen",29,383:54:00,92,31,66,47.00%,3,27,11.10%,34,93,36.60%,21,27,77.80%,44,11,55,21,12,25,8,57,98,-76,0
174,"EL DOMIATY J. (SG)
Eisbären Bremerhaven",27,334:31:00,90,9,21,42.90%,21,49,42.90%,30,70,42.90%,9,15,60.00%,13,12,25,15,10,14,0,52,80,-82,0
185,"JöNKE T. (PG)
WALTER Tigers Tübingen",31,356:31:00,87,30,89,33.70%,1,7,14.30%,31,96,32.30%,24,35,68.60%,35,27,62,29,13,33,1,61,83,-74,0
83,"MILLER D. (SF)
Brose Baskets",9,173:16:00,86,22,36,61.10%,13,28,46.40%,35,64,54.70%,3,4,75.00%,18,1,19,20,9,16,0,23,88,80,0
107,"BURTSCHI J. (PF)
FRAPORT SKYLINERS",11,249:15:00,86,12,19,63.20%,17,46,37.00%,29,65,44.60%,11,13,84.60%,25,14,39,20,6,13,0,31,100,-16,0
144,"KOIVISTO M. (SG)
FRAPORT SKYLINERS",15,244:03:00,83,2,9,22.20%,24,63,38.10%,26,72,36.10%,7,7,100.00%,14,7,21,13,6,12,0,23,65,-5,0
186,"GRüNHEID G. (PF)
Artland Dragons",31,242:29:00,83,25,42,59.50%,6,19,31.60%,31,61,50.80%,15,30,50.00%,40,14,54,13,11,18,6,40,104,13,0
184,"LIYANAGE M. (SF)
Mitteldeutscher BC",27,302:27:00,77,9,18,50.00%,17,45,37.80%,26,63,41.30%,8,18,44.40%,30,15,45,18,7,16,0,33,84,-44,0
189,"HESS A. (SF)
ratiopharm ulm",31,235:20:00,74,12,21,57.10%,13,42,31.00%,25,63,39.70%,11,13,84.60%,24,18,42,10,9,7,0,48,88,-29,0
194,"NJEI A. (SF)
BG Göttingen",34,432:39:00,74,20,34,58.80%,7,31,22.60%,27,65,41.50%,13,19,68.40%,33,13,46,23,6,21,3,64,87,-204,0
106,"EVERETT T. (PG)
Artland Dragons",9,171:40:00,72,18,38,47.40%,6,22,27.30%,24,60,40.00%,18,23,78.30%,20,3,23,34,7,16,1,25,80,5,0
196,"SCHMITZ S. (PG)
medi bayreuth",34,399:19:00,69,2,18,11.10%,21,60,35.00%,23,78,29.50%,2,4,50.00%,12,4,16,27,7,20,1,62,43,-144,0
187,"WOHLFARTH-BOTTERMANN J. (C)
ALBA BERLIN",25,193:37:00,67,25,45,55.60%,0,0,0.00%,25,45,55.60%,17,34,50.00%,26,25,51,6,4,15,16,44,92,71,0
176,"CANTY A. (PG)
TBB Trier",20,269:05:00,66,13,30,43.30%,9,27,33.30%,22,57,38.60%,13,15,86.70%,21,7,28,20,6,17,0,45,66,-73,0
147,"KERUSCH S. (SF)
Eisbären Bremerhaven",12,157:43:00,65,20,45,44.40%,4,15,26.70%,24,60,40.00%,13,21,61.90%,25,15,40,5,4,13,5,19,62,-25,0
190,"ADLER C. (SF)
Basketball Löwen Braunschweig",27,254:52:00,63,5,12,41.70%,14,51,27.50%,19,63,30.20%,11,12,91.70%,28,8,36,12,9,6,0,27,69,-15,0
177,"AKPINAR I. (PG)
ALBA BERLIN",18,101:20:00,58,9,23,39.10%,6,21,28.60%,15,44,34.10%,22,26,84.60%,5,1,6,11,3,11,0,20,34,47,0
170,"IDBIHI Y. (C)
FC Bayern München",16,156:51:00,56,21,44,47.70%,0,0,0.00%,21,44,47.70%,14,20,70.00%,17,15,32,10,4,9,3,31,67,65,0
193,"KRAMER D. (PF)
TBB Trier",25,259:44:00,56,16,41,39.00%,5,25,20.00%,21,66,31.80%,9,13,69.20%,30,10,40,17,4,12,9,46,65,-9,0
134,"LEMON W. (PG)
Crailsheim Merlins",8,139:43:00,51,15,36,41.70%,5,8,62.50%,20,44,45.50%,6,7,85.70%,6,2,8,9,4,7,2,14,42,-47,0
195,"MCNAUGHTON C. (C)
MHP RIESEN Ludwigsburg",25,133:48:00,51,22,38,57.90%,0,0,0.00%,22,38,57.90%,7,10,70.00%,17,7,24,4,6,13,0,26,53,-24,0
191,"RICHTER J. (C)
FRAPORT SKYLINERS",22,152:45:00,50,14,25,56.00%,3,11,27.30%,17,36,47.20%,13,14,92.90%,16,15,31,5,2,13,1,25,56,23,0
210,"ALBUS J. (SF)
WALTER Tigers Tübingen",32,355:20:00,50,6,18,33.30%,12,48,25.00%,18,66,27.30%,2,2,100.00%,32,9,41,30,12,19,0,59,66,-13,0
208,"STüCKEMANN F. (PG)
Eisbären Bremerhaven",30,280:48:00,49,8,26,30.80%,9,25,36.00%,17,51,33.30%,6,8,75.00%,15,7,22,18,10,23,0,48,40,-91,0
157,"LIGGINS D. (SG)
Eisbären Bremerhaven",10,267:57:00,46,15,23,65.20%,3,11,27.30%,18,34,52.90%,7,11,63.60%,29,4,33,26,14,9,5,31,95,-26,0
201,"KRONHARDT A. (PF)
Crailsheim Merlins",23,241:19:00,43,17,36,47.20%,0,1,0.00%,17,37,46.00%,9,21,42.90%,26,17,43,10,4,10,6,40,64,-126,0
205,"BURTON D. (PG)
ratiopharm ulm",24,217:23:00,42,12,42,28.60%,2,15,13.30%,14,57,24.60%,12,16,75.00%,8,2,10,11,12,14,3,28,17,-49,0
135,"AGVA M. (C)
WALTER Tigers Tübingen",6,101:16:00,38,16,40,40.00%,0,0,0.00%,16,40,40.00%,6,11,54.60%,32,10,42,0,3,3,2,15,53,0,0
212,"KUHN K. (C)
Mitteldeutscher BC",25,135:30:00,36,15,30,50.00%,0,0,0.00%,15,30,50.00%,6,18,33.30%,19,13,32,6,7,4,2,30,52,-77,0
200,"DIOUBATE A. (SG)
Crailsheim Merlins",18,178:06:00,34,17,26,65.40%,0,1,0.00%,17,27,63.00%,0,4,0.00%,11,11,22,9,2,8,0,16,45,-48,0
