pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
147,"WILLIAMS L. (PG)
Eisbären Bremerhaven",23,498:35:00,127,18,37,48.60%,21,64,32.80%,39,101,38.60%,28,38,73.70%,34,4,38,51,10,33,0,29,121,-97,0
169,"BETZ S. (SF)
s.Oliver Baskets",32,375:39:00,127,27,40,67.50%,14,44,31.80%,41,84,48.80%,31,38,81.60%,20,11,31,18,17,19,2,52,126,4,0
172,"HAUKOHL S. (SF)
Mitteldeutscher BC",32,387:08:00,121,29,53,54.70%,12,32,37.50%,41,85,48.20%,27,37,73.00%,55,20,75,12,8,23,3,71,142,-81,0
127,"GIFFEY N. (SF)
ALBA BERLIN",18,355:58:00,120,27,52,51.90%,14,36,38.90%,41,88,46.60%,24,26,92.30%,54,22,76,14,10,19,1,50,153,76,0
115,"KLEBER M. (PF)
FC Bayern München",16,319:13:00,118,32,56,57.10%,8,36,22.20%,40,92,43.50%,30,42,71.40%,51,14,65,24,15,17,18,38,159,54,0
158,"SEARCY D. (PF)
s.Oliver Baskets",24,394:43:00,118,48,98,49.00%,0,1,0.00%,48,99,48.50%,22,35,62.90%,53,36,89,16,5,30,4,47,138,-55,1
170,"AKPINAR I. (PG)
ALBA BERLIN",30,314:55:00,118,17,46,37.00%,18,54,33.30%,35,100,35.00%,30,38,79.00%,23,6,29,35,6,29,0,53,86,28,0
145,"ZWIENER P. (SF)
Eisbären Bremerhaven",21,361:20:00,117,30,68,44.10%,11,34,32.40%,41,102,40.20%,24,29,82.80%,44,11,55,25,12,26,2,36,119,-60,0
110,"DARBY L. (SF)
Mitteldeutscher BC",15,261:57:00,114,34,53,64.20%,5,20,25.00%,39,73,53.40%,31,35,88.60%,9,10,19,17,7,18,2,37,103,-84,0
173,"SCHWARZ M. (SG)
BG Göttingen",31,445:42:00,114,8,18,44.40%,27,84,32.10%,35,102,34.30%,17,18,94.40%,32,12,44,49,5,13,1,40,132,-117,0
176,"GROF J. (PG)
Phoenix Hagen",33,434:05:00,114,40,95,42.10%,2,8,25.00%,42,103,40.80%,28,40,70.00%,47,28,75,28,7,32,6,61,125,-78,0
146,"DILEO A. (SG)
GIESSEN 46ers",20,417:42:00,111,25,64,39.10%,13,39,33.30%,38,103,36.90%,22,30,73.30%,42,5,47,44,11,22,1,34,119,-52,0
96,"MACHADO S. (PG)
EWE Baskets Oldenburg",13,275:26:00,106,27,61,44.30%,11,35,31.40%,38,96,39.60%,19,26,73.10%,36,10,46,58,12,20,1,21,138,74,0
177,"JOST M. (PF)
Crailsheim Merlins",31,372:10:00,106,35,67,52.20%,5,19,26.30%,40,86,46.50%,21,27,77.80%,19,22,41,22,8,26,1,63,100,-133,0
174,"BREMBLY D. (SF)
ratiopharm ulm",29,394:02:00,105,17,43,39.50%,15,54,27.80%,32,97,33.00%,26,30,86.70%,31,11,42,14,11,14,4,56,93,-14,0
171,"CURRY B. (SG)
Eisbären Bremerhaven",27,409:39:00,104,19,43,44.20%,17,55,30.90%,36,98,36.70%,15,21,71.40%,33,11,44,55,21,26,1,48,131,-38,0
53,"LOWERY R. (PG)
ALBA BERLIN",9,184:47:00,101,23,39,59.00%,14,37,37.80%,37,76,48.70%,13,15,86.70%,30,5,35,23,14,22,1,16,111,38,0
183,"SAIBOU J. (PG)
s.Oliver Baskets",34,307:22:00,96,24,52,46.20%,13,34,38.20%,37,86,43.00%,9,13,69.20%,28,7,35,42,15,28,0,43,107,-104,0
105,"SIHOTA R. (PF)
Eisbären Bremerhaven",12,274:10:00,93,8,18,44.40%,22,49,44.90%,30,67,44.80%,11,16,68.80%,30,11,41,11,6,7,1,31,103,-86,0
107,"ANDERSON J. (PG)
Basketball Löwen Braunschweig",12,276:03:00,92,26,50,52.00%,8,26,30.80%,34,76,44.70%,16,20,80.00%,22,5,27,27,11,16,0,19,95,-56,0
95,"ASHLEY B. (PF)
ALBA BERLIN",11,215:29:00,90,35,70,50.00%,1,9,11.10%,36,79,45.60%,17,21,81.00%,40,29,69,13,4,11,3,30,121,81,1
187,"VARGAS A. (SG)
ALBA BERLIN",33,468:57:00,84,12,33,36.40%,13,42,31.00%,25,75,33.30%,21,28,75.00%,30,15,45,21,7,10,1,63,91,79,0
153,"SANDERS J. (PG)
WALTER Tigers Tübingen",16,297:50:00,80,20,46,43.50%,8,20,40.00%,28,66,42.40%,16,20,80.00%,23,13,36,57,6,32,0,24,105,-21,0
129,"GASSER J. (PG)
Basketball Löwen Braunschweig",12,224:17:00,79,8,20,40.00%,12,26,46.20%,20,46,43.50%,27,31,87.10%,31,3,34,19,5,9,1,29,99,30,0
181,"IDBIHI Y. (C)
Brose Baskets",26,217:18:00,75,26,50,52.00%,0,0,0.00%,26,50,52.00%,23,26,88.50%,24,18,42,9,3,14,5,32,93,94,0
125,"BROWN C. (SG)
ratiopharm ulm",11,226:04:00,74,19,50,38.00%,6,28,21.40%,25,78,32.10%,18,22,81.80%,26,3,29,28,7,9,2,14,74,-9,0
178,"UGRAI M. (PF)
s.Oliver Baskets",22,226:00:00,74,17,34,50.00%,7,16,43.80%,24,50,48.00%,19,23,82.60%,25,12,37,19,3,13,7,39,97,-16,0
185,"ZAZAI A. (PG)
GIESSEN 46ers",27,243:33:00,74,18,44,40.90%,6,19,31.60%,24,63,38.10%,20,26,76.90%,13,1,14,56,8,20,0,34,87,-49,0
197,"THEIS S. (PF)
Basketball Löwen Braunschweig",34,328:55:00,72,17,46,37.00%,8,25,32.00%,25,71,35.20%,14,23,60.90%,29,18,47,20,4,19,2,29,71,-10,0
93,"CHIKOKO V. (PF)
FC Bayern München",8,127:53:00,68,30,42,71.40%,1,2,50.00%,31,44,70.50%,5,9,55.60%,23,8,31,4,3,5,5,9,89,51,0
150,"DIMSA T. (SG)
FRAPORT SKYLINERS",13,192:38:00,68,15,24,62.50%,11,40,27.50%,26,64,40.60%,5,6,83.30%,11,5,16,14,4,6,2,19,59,60,0
165,"HALL L. (PG)
Telekom Baskets Bonn",15,259:40:00,64,16,50,32.00%,9,32,28.10%,25,82,30.50%,5,6,83.30%,19,6,25,62,10,28,1,28,76,-95,0
179,"AMAIZE R. (SG)
Basketball Löwen Braunschweig",21,202:39:00,63,18,34,52.90%,4,20,20.00%,22,54,40.70%,15,27,55.60%,21,8,29,21,7,14,2,34,64,-5,0
188,"SPODEN R. (PF)
s.Oliver Baskets",25,218:23:00,63,9,26,34.60%,12,29,41.40%,21,55,38.20%,9,11,81.80%,23,12,35,10,4,8,3,43,71,43,0
191,"FLOMO P. (C)
Crailsheim Merlins",26,284:14:00,62,26,56,46.40%,0,1,0.00%,26,57,45.60%,10,24,41.70%,31,17,48,17,5,14,10,31,83,-151,0
198,"SCHWARTZ T. (SF)
Crailsheim Merlins",29,285:27:00,61,8,13,61.50%,14,45,31.10%,22,58,37.90%,3,4,75.00%,28,8,36,12,6,8,3,32,73,-96,0
192,"MANGOLD A. (PG)
Telekom Baskets Bonn",26,482:59:00,60,5,20,25.00%,11,34,32.40%,16,54,29.60%,17,22,77.30%,46,16,62,46,21,24,0,68,122,-75,0
136,"NIKOLIC A. (PG)
Brose Baskets",10,206:15:00,59,14,26,53.80%,6,23,26.10%,20,49,40.80%,13,16,81.30%,22,2,24,32,3,12,0,22,74,119,0
186,"RICHTER J. (PF)
FRAPORT SKYLINERS",22,185:46:00,59,23,37,62.20%,1,9,11.10%,24,46,52.20%,10,14,71.40%,25,19,44,6,2,9,0,25,76,43,0
142,"BUNDOVIC F. (PF)
Mitteldeutscher BC",10,133:40:00,57,7,21,33.30%,9,31,29.00%,16,52,30.80%,16,20,80.00%,15,7,22,1,2,9,3,19,36,-22,0
190,"WOHLFARTH-BOTTERMANN J. (C)
ALBA BERLIN",23,196:08:00,55,16,38,42.10%,0,0,0.00%,16,38,42.10%,23,46,50.00%,21,30,51,7,2,15,15,42,70,68,0
205,"FERNER J. (SF)
ratiopharm ulm",29,238:13:00,51,11,25,44.00%,8,29,27.60%,19,54,35.20%,5,6,83.30%,14,4,18,12,0,9,0,27,36,-37,0
213,"BLECK F. (SF)
Eisbären Bremerhaven",30,317:45:00,49,13,25,52.00%,6,19,31.60%,19,44,43.20%,5,9,55.60%,25,4,29,11,7,16,1,42,52,-10,0
123,"COLEMAN W. (PF)
s.Oliver Baskets",7,93:35:00,48,17,37,45.90%,0,0,0.00%,17,37,46.00%,14,18,77.80%,7,5,12,3,0,6,2,13,35,-46,0
211,"GERTZ L. (SG)
Basketball Löwen Braunschweig",29,349:56:00,48,14,36,38.90%,3,19,15.80%,17,55,30.90%,11,23,47.80%,35,10,45,33,6,18,3,46,67,-71,0
199,"ZINN R. (PG)
Mitteldeutscher BC",23,232:42:00,46,8,28,28.60%,6,19,31.60%,14,47,29.80%,12,13,92.30%,14,8,22,42,8,14,1,27,71,-66,0
195,"KRAMER D. (PF)
EWE Baskets Oldenburg",19,81:08:00,42,8,22,36.40%,3,9,33.30%,11,31,35.50%,17,25,68.00%,17,3,20,2,0,7,3,17,32,-3,0
202,"ADLER C. (SF)
Basketball Löwen Braunschweig",23,154:54:00,42,12,25,48.00%,3,19,15.80%,15,44,34.10%,9,10,90.00%,14,15,29,7,3,4,1,18,48,-25,0
203,"SCHOO B. (C)
GIESSEN 46ers",23,133:11:00,42,17,33,51.50%,0,0,0.00%,17,33,51.50%,8,11,72.70%,13,14,27,0,4,8,4,28,50,-53,0
182,"SEIFERTH A. (C)
FC Bayern München",14,124:05:00,40,12,25,48.00%,0,1,0.00%,12,26,46.20%,16,22,72.70%,15,8,23,5,0,11,2,22,39,7,0
222,"LOCKHART D. (SG)
EWE Baskets Oldenburg",30,223:11:00,40,6,15,40.00%,6,16,37.50%,12,31,38.70%,10,13,76.90%,12,8,20,25,8,10,3,31,64,77,0
164,"OLASENI G. (C)
Brose Baskets",9,135:04:00,39,16,24,66.70%,0,0,0.00%,16,24,66.70%,7,10,70.00%,22,6,28,5,3,8,5,15,61,56,0
209,"MCNAUGHTON C. (C)
MHP RIESEN Ludwigsburg",22,115:12:00,37,15,32,46.90%,0,1,0.00%,15,33,45.50%,7,10,70.00%,13,8,21,3,1,7,3,17,37,0,0
217,"MAIER J. (C)
Mitteldeutscher BC",26,164:31:00,37,12,31,38.70%,0,0,0.00%,12,31,38.70%,13,19,68.40%,16,16,32,4,1,13,7,24,43,-69,0
184,"HEYDEN P. (C)
medi bayreuth",11,112:55:00,31,13,30,43.30%,0,1,0.00%,13,31,41.90%,5,11,45.50%,13,3,16,2,1,6,3,20,23,-14,0
193,"FRAZIER C. (SG)
Crailsheim Merlins",13,84:38:00,30,0,4,0.00%,10,25,40.00%,10,29,34.50%,0,0,0.00%,3,1,4,1,1,2,0,12,15,-71,0
225,"BOGDANOV M. (PG)
Basketball Löwen Braunschweig",24,138:00:00,30,7,20,35.00%,4,13,30.80%,11,33,33.30%,4,9,44.40%,10,1,11,12,4,19,0,24,11,-47,0
207,"MONSE S. (PF)
Crailsheim Merlins",16,117:46:00,28,3,9,33.30%,3,16,18.80%,6,25,24.00%,13,20,65.00%,13,3,16,2,4,9,0,24,15,-55,0
219,"ZIEGENHAGEN M. (SG)
medi bayreuth",20,111:59:00,28,5,14,35.70%,3,15,20.00%,8,29,27.60%,9,12,75.00%,3,0,3,6,1,11,0,26,3,-85,0
196,"JALLOW K. (SG)
FC Bayern München",11,70:56:00,24,6,11,54.50%,2,6,33.30%,8,17,47.10%,6,10,60.00%,1,5,6,8,5,4,1,8,27,19,0
214,"MAYR D. (C)
FC Bayern München",15,55:22:00,24,6,16,37.50%,0,0,0.00%,6,16,37.50%,12,18,66.70%,8,3,11,1,2,5,2,8,19,-2,0
215,"ALBUS J. (SF)
WALTER Tigers Tübingen",15,94:41:00,24,1,4,25.00%,6,11,54.60%,7,15,46.70%,4,4,100.00%,6,2,8,8,5,5,0,20,32,-10,0
212,"MERZ M. (PG)
FRAPORT SKYLINERS",14,69:54:00,23,6,12,50.00%,2,6,33.30%,8,18,44.40%,5,8,62.50%,6,2,8,9,0,3,0,14,24,-20,0
220,"WIMBERG J. (SF)
EWE Baskets Oldenburg",17,87:05:00,23,1,4,25.00%,7,13,53.90%,8,17,47.10%,0,0,0.00%,9,7,16,5,1,5,1,18,32,14,0
221,"LIYANAGE M. (SF)
ALBA BERLIN",15,37:28:00,20,3,4,75.00%,4,9,44.40%,7,13,53.90%,2,3,66.70%,6,1,7,0,2,4,0,3,18,3,0
208,"JASINSKI J. (PF)
Phoenix Hagen",11,81:40:00,19,5,15,33.30%,2,4,50.00%,7,19,36.80%,3,4,75.00%,3,5,8,1,1,10,0,16,6,-39,0
204,"KRUME M. (PF)
Phoenix Hagen",10,101:19:00,18,7,12,58.30%,0,2,0.00%,7,14,50.00%,4,7,57.10%,3,8,11,1,0,5,0,20,15,-74,0
194,"LODDERS R. (C)
Telekom Baskets Bonn",7,67:47:00,16,3,9,33.30%,0,0,0.00%,3,9,33.30%,10,18,55.60%,3,0,3,1,0,1,0,9,5,-36,0
231,"ONWUEGBUZIE A. (SG)
BG Göttingen",21,115:17:00,16,2,6,33.30%,4,18,22.20%,6,24,25.00%,0,0,0.00%,8,2,10,12,2,9,0,10,13,-28,0
218,"KRäMER D. (SG)
ratiopharm ulm",10,43:54:00,14,1,3,33.30%,2,9,22.20%,3,12,25.00%,6,9,66.70%,5,3,8,3,0,2,1,7,12,-9,0
189,"TOPPERT C. (SF)
FC Bayern München",5,38:07:00,12,0,0,0.00%,4,10,40.00%,4,10,40.00%,0,0,0.00%,3,1,4,2,0,2,0,5,10,15,0
223,"WOLF E. (C)
medi bayreuth",9,69:35:00,12,2,6,33.30%,0,0,0.00%,2,6,33.30%,8,10,80.00%,6,2,8,5,1,9,2,20,13,-70,0
228,"OBST A. (PG)
Brose Baskets",11,46:28:00,10,2,6,33.30%,2,8,25.00%,4,14,28.60%,0,0,0.00%,3,0,3,1,0,0,0,4,4,3,0
230,"KEßEN M. (C)
Phoenix Hagen",13,67:06:00,10,2,15,13.30%,0,0,0.00%,2,15,13.30%,6,8,75.00%,7,5,12,2,0,4,0,11,5,-59,0
229,"ROHWER B. (SF)
ratiopharm ulm",10,22:32:00,9,4,8,50.00%,0,2,0.00%,4,10,40.00%,1,2,50.00%,1,3,4,1,0,2,0,6,5,-19,0
167,"BEVERLY G. (PF)
Telekom Baskets Bonn",2,36:54:00,8,2,6,33.30%,0,0,0.00%,2,6,33.30%,4,6,66.70%,4,2,6,2,1,0,1,7,12,-9,0
175,"MENZEL J. (PG)
BG Göttingen",2,20:30:00,7,2,3,66.70%,0,3,0.00%,2,6,33.30%,3,3,100.00%,0,1,1,0,1,11,0,2,-6,-30,0
206,"ILZHöFER S. (SF)
FRAPORT SKYLINERS",4,21:16:00,7,2,4,50.00%,1,1,100.00%,3,5,60.00%,0,0,0.00%,1,1,2,1,0,0,0,2,8,4,0
180,"ZEEB G. (PG)
FRAPORT SKYLINERS",2,05:06:00,6,0,0,0.00%,2,2,100.00%,2,2,100.00%,0,0,0.00%,0,0,0,0,0,1,0,0,5,6,0
216,"HüBNER M. (SG)
Eisbären Bremerhaven",4,14:00:00,6,1,1,100.00%,1,1,100.00%,2,2,100.00%,1,2,50.00%,0,1,1,0,0,0,0,2,6,5,0
155,"KIEL N. (PF)
FRAPORT SKYLINERS",1,08:15:00,5,0,1,0.00%,1,1,100.00%,1,2,50.00%,2,2,100.00%,0,0,0,1,0,1,0,0,4,10,0
210,"BACAK M. (C)
EWE Baskets Oldenburg",3,08:31:00,5,2,4,50.00%,0,0,0.00%,2,4,50.00%,1,1,100.00%,1,0,1,1,0,1,0,3,4,2,0
234,"BLASS V. (SG)
Telekom Baskets Bonn",8,31:00:00,5,1,2,50.00%,1,2,50.00%,2,4,50.00%,0,0,0.00%,1,2,3,1,0,0,0,7,7,-28,0
201,"MüLLER M. (SG)
Brose Baskets",2,09:15:00,4,2,2,100.00%,0,3,0.00%,2,5,40.00%,0,0,0.00%,0,1,1,0,0,1,1,1,2,-10,0
224,"FREUDENBERG R. (SF)
FC Bayern München",3,13:36:00,4,2,5,40.00%,0,1,0.00%,2,6,33.30%,0,0,0.00%,2,0,2,0,0,2,1,2,1,0,0
233,"ARMBRUST Y. (SG)
MHP RIESEN Ludwigsburg",6,10:59:00,4,1,2,50.00%,0,3,0.00%,1,5,20.00%,2,2,100.00%,1,0,1,1,0,3,0,1,-1,-7,0
232,"ALTE T. (C)
ratiopharm ulm",4,06:59:00,3,0,1,0.00%,0,0,0.00%,0,1,0.00%,3,6,50.00%,1,2,3,0,0,0,0,1,2,-2,0
200,"SCHMIDT D. (PG)
Brose Baskets",1,11:01:00,2,1,1,100.00%,0,2,0.00%,1,3,33.30%,0,0,0.00%,3,0,3,2,0,4,0,1,1,6,0
226,"KUTZSCHMAR S. (PG)
GIESSEN 46ers",2,09:24:00,2,1,2,50.00%,0,1,0.00%,1,3,33.30%,0,0,0.00%,0,1,1,2,0,0,0,1,3,1,0
227,"KOVACEVIC D. (PF)
FC Bayern München",2,05:46:00,2,1,2,50.00%,0,0,0.00%,1,2,50.00%,0,0,0.00%,2,0,2,0,0,1,0,1,2,0,0
235,"GEORG J. (C)
WALTER Tigers Tübingen",5,03:33:00,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,0,2,1,0
236,"EBERT C. (PG)
s.Oliver Baskets",5,05:14:00,2,1,2,50.00%,0,0,0.00%,1,2,50.00%,0,0,0.00%,0,1,1,0,1,0,0,0,3,4,0
237,"HILLER J. (SG)
WALTER Tigers Tübingen",6,10:11:00,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,1,2,0,0
238,"ZAHNER-GOTHEN P. (PG)
Phoenix Hagen",7,16:04:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,0,2,2,0,0,1,0,1,1,-18,0
239,"TOURAY A. (C)
Mitteldeutscher BC",5,09:06:00,1,0,0,0.00%,0,1,0.00%,0,1,0.00%,1,2,50.00%,0,0,0,0,0,2,0,0,-3,-2,0
240,"BOAKYE N. (PF)
BG Göttingen",7,12:50:00,1,0,1,0.00%,0,1,0.00%,0,2,0.00%,1,2,50.00%,1,1,2,1,1,1,0,4,1,-6,0
241,"FRIEDERICI L. (PG)
Crailsheim Merlins",1,05:06:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,1,0,1,0,1,1,-10,0
242,"SCHMITT S. (PG)
FC Bayern München",2,02:44:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,-1,0
243,"KOVALEV K. (SF)
GIESSEN 46ers",4,13:17:00,0,0,1,0.00%,0,2,0.00%,0,3,0.00%,0,0,0.00%,0,1,1,0,0,2,0,0,-4,-13,0
244,"HUNDT J. (PG)
ALBA BERLIN",1,00:29:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3,0
245,"GLöCKNER R. (PF)
ALBA BERLIN",3,05:42:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,0.00%,2,0,2,0,0,0,0,0,0,-6,0
246,"VINES C. (SG)
medi bayreuth",1,02:54:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3,0
247,"HAUFS S. (PG)
Crailsheim Merlins",1,01:31:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,-1,0
248,"DESCHNER T. (PG)
WALTER Tigers Tübingen",1,00:34:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,-2,0
249,"TADDA K. (SG)
Brose Baskets",2,03:56:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,1,1,0,0,1,1,4,0
250,"THOMPSON T. (PG)
FRAPORT SKYLINERS",1,00:34:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2,0
251,"KNOTHE J. (SG)
FRAPORT SKYLINERS",1,00:01:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0
252,"HADENFELDT P. (PG)
BG Göttingen",1,00:18:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
253,"CARPENTER L. (PG)
Crailsheim Merlins",1,04:11:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2,0
254,"LAGERPUSCH L. (PF)
Basketball Löwen Braunschweig",1,01:00:00,0,0,2,0.00%,0,0,0.00%,0,2,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,-1,-4,0
255,"OLDENBURG T. (PF)
FRAPORT SKYLINERS",1,02:16:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,1,0,1,0,-5,0
256,"OKEKE L. (SG)
FRAPORT SKYLINERS",1,03:23:00,0,0,1,0.00%,0,1,0.00%,0,2,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,-1,0,0
257,"ADLER M. (SG)
medi bayreuth",1,02:29:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5,0
258,"BEHR M. (PF)
Eisbären Bremerhaven",1,01:32:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,0,0
