pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
22,"WANAMAKER B. (PG)
Brose Baskets",31,830:12:00,413,97,153,63.40%,34,83,41.00%,131,236,55.50%,117,130,90.00%,81,13,94,136,45,60,1,72,511,381,0
37,"ULMER L. (SF)
s.Oliver Baskets",34,900:50:00,411,105,185,56.80%,39,84,46.40%,144,269,53.50%,84,103,81.60%,119,60,179,42,35,44,26,48,505,-31,0
33,"MILOSAVLJEVIC D. (SG)
ALBA BERLIN",32,880:10:00,402,78,140,55.70%,53,148,35.80%,131,288,45.50%,87,103,84.50%,111,52,163,81,22,67,3,80,431,184,1
30,"THOMAS T. (PF)
Mitteldeutscher BC",31,918:12:00,399,140,232,60.30%,22,68,32.40%,162,300,54.00%,53,76,69.70%,159,61,220,70,35,56,50,72,557,-161,6
38,"BRAIMOH S. (PF)
GIESSEN 46ers",33,784:57:00,399,124,217,57.10%,29,89,32.60%,153,306,50.00%,64,99,64.70%,78,42,120,44,34,80,21,78,350,30,0
19,"RUBIT A. (PF)
ratiopharm ulm",29,719:52:00,390,121,225,53.80%,9,37,24.30%,130,262,49.60%,121,146,82.90%,114,76,190,35,22,36,26,62,470,84,2
27,"MIHAILOVIC V. (SG)
WALTER Tigers Tübingen",30,835:49:00,390,77,146,52.70%,51,126,40.50%,128,272,47.10%,83,116,71.60%,85,13,98,92,31,77,4,83,361,-154,0
47,"CALLAHAN J. (PG)
Crailsheim Merlins",34,973:52:00,388,84,196,42.90%,53,168,31.60%,137,364,37.60%,61,67,91.00%,57,19,76,148,30,87,0,95,322,-356,0
49,"JOYCE D. (PG)
s.Oliver Baskets",34,1104:52:00,384,78,170,45.90%,55,167,32.90%,133,337,39.50%,63,92,68.50%,69,15,84,233,31,82,2,112,419,16,5
51,"ELLIOTT I. (PF)
Phoenix Hagen",34,966:50:00,383,83,168,49.40%,53,157,33.80%,136,325,41.90%,58,71,81.70%,156,64,220,58,31,55,20,96,455,-58,2
46,"CLARKE R. (PG)
Telekom Baskets Bonn",33,794:45:00,379,49,103,47.60%,73,168,43.50%,122,271,45.00%,62,73,84.90%,49,12,61,95,21,41,0,76,355,-3,0
16,"TAYLOR B. (SG)
FC Bayern München",27,697:58:00,375,74,115,64.30%,53,108,49.10%,127,223,57.00%,68,71,95.80%,61,18,79,52,31,16,5,62,427,252,0
36,"TAYLOR J. (PG)
ALBA BERLIN",30,806:00:00,370,84,166,50.60%,39,96,40.60%,123,262,47.00%,85,119,71.40%,64,22,86,134,33,75,1,103,376,174,1
54,"DOORNEKAMP A. (SF)
FRAPORT SKYLINERS",33,936:11:00,370,52,108,48.10%,69,160,43.10%,121,268,45.20%,59,68,86.80%,123,45,168,73,25,48,12,91,444,287,1
59,"NASH T. (PF)
Basketball Löwen Braunschweig",34,992:24:00,370,131,224,58.50%,6,25,24.00%,137,249,55.00%,90,135,66.70%,138,70,208,74,33,45,7,77,490,-33,0
55,"THEIS D. (PF)
Brose Baskets",33,654:28:00,368,107,158,67.70%,28,62,45.20%,135,220,61.40%,70,100,70.00%,139,60,199,37,13,34,43,94,511,400,3
64,"TUTTLE S. (PF)
s.Oliver Baskets",34,984:04:00,364,102,173,59.00%,27,93,29.00%,129,266,48.50%,79,90,87.80%,146,40,186,105,26,87,13,100,459,-138,3
50,"OTULE C. (C)
Mitteldeutscher BC",31,728:48:00,350,132,210,62.90%,0,0,0.00%,132,210,62.90%,86,127,67.70%,87,61,148,17,14,69,33,71,374,-157,1
68,"HOBBS B. (PG)
GIESSEN 46ers",34,969:16:00,350,55,113,48.70%,69,165,41.80%,124,278,44.60%,33,38,86.80%,146,27,173,166,58,63,4,50,529,20,1
28,"SAVANOVIC D. (PF)
FC Bayern München",27,577:13:00,349,82,148,55.40%,40,85,47.10%,122,233,52.40%,65,69,94.20%,66,27,93,37,26,34,3,60,359,248,0
39,"VOIGTMANN J. (C)
FRAPORT SKYLINERS",29,702:11:00,348,119,192,62.00%,22,52,42.30%,141,244,57.80%,44,58,75.90%,124,42,166,68,18,56,18,64,445,178,3
40,"FLOWERS J. (SF)
medi bayreuth",29,743:14:00,347,73,134,54.50%,58,152,38.20%,131,286,45.80%,27,44,61.40%,70,13,83,31,19,36,13,69,285,-114,0
41,"TRICE R. (SG)
MHP RIESEN Ludwigsburg",29,847:41:00,347,110,194,56.70%,27,86,31.40%,137,280,48.90%,46,59,78.00%,89,35,124,108,47,41,14,52,443,152,0
60,"BRYANT J. (C)
FC Bayern München",32,619:08:00,347,115,190,60.50%,15,36,41.70%,130,226,57.50%,72,87,82.80%,140,59,199,31,16,44,19,62,457,265,3
62,"STRELNIEKS J. (PG)
Brose Baskets",32,745:20:00,346,69,95,72.60%,55,129,42.60%,124,224,55.40%,43,57,75.40%,51,6,57,108,25,35,1,53,388,358,0
70,"GORDON L. (SF)
Eisbären Bremerhaven",34,1041:04:00,346,86,148,58.10%,43,99,43.40%,129,247,52.20%,45,53,84.90%,142,39,181,47,31,68,7,73,418,-136,0
56,"CHERRY W. (PG)
ALBA BERLIN",31,793:29:00,345,70,132,53.00%,45,125,36.00%,115,257,44.80%,70,82,85.40%,102,27,129,126,42,64,2,88,426,228,1
72,"BUTLER D. (PF)
ratiopharm ulm",34,773:53:00,340,68,129,52.70%,52,134,38.80%,120,263,45.60%,48,64,75.00%,87,48,135,48,21,20,6,87,371,111,1
48,"MANN J. (SF)
Phoenix Hagen",30,662:44:00,339,78,157,49.70%,47,123,38.20%,125,280,44.60%,42,46,91.30%,82,24,106,32,24,33,1,60,310,-148,1
29,"HATTEN M. (PG)
Mitteldeutscher BC",26,852:15:00,335,59,112,52.70%,54,182,29.70%,113,294,38.40%,55,67,82.10%,89,15,104,132,50,61,6,74,373,-114,0
63,"THOMPSON D. (PF)
FC Bayern München",31,633:47:00,333,136,246,55.30%,0,1,0.00%,136,247,55.10%,61,86,70.90%,80,52,132,32,27,32,21,74,377,192,2
66,"LONG C. (SG)
s.Oliver Baskets",32,839:39:00,333,66,127,52.00%,41,113,36.30%,107,240,44.60%,78,98,79.60%,66,27,93,102,29,48,2,56,358,-42,0
69,"WYSOCKI K. (SF)
Crailsheim Merlins",32,865:48:00,329,70,133,52.60%,42,122,34.40%,112,255,43.90%,63,82,76.80%,121,43,164,64,19,35,6,97,385,-297,2
78,"BARTOLO Y. (SF)
GIESSEN 46ers",33,679:36:00,326,95,165,57.60%,25,63,39.70%,120,228,52.60%,61,101,60.40%,93,36,129,46,33,57,2,82,331,-41,0
83,"ROBERTSON Q. (SG)
FRAPORT SKYLINERS",34,982:20:00,320,59,127,46.50%,50,143,35.00%,109,270,40.40%,52,62,83.90%,99,18,117,99,52,62,2,89,357,326,0
84,"RADOSAVLJEVIC B. (C)
WALTER Tigers Tübingen",34,676:05:00,320,101,179,56.40%,9,28,32.10%,110,207,53.10%,91,114,79.80%,99,49,148,31,19,59,15,104,354,-14,4
58,"CHUBB A. (C)
Crailsheim Merlins",29,739:16:00,317,129,232,55.60%,0,0,0.00%,129,232,55.60%,59,75,78.70%,96,46,142,43,4,45,15,89,357,-307,1
77,"RENFROE A. (PG)
FC Bayern München",32,802:28:00,316,67,118,56.80%,40,83,48.20%,107,201,53.20%,62,71,87.30%,77,25,102,179,29,85,8,76,446,397,1
71,"KRAMER C. (SG)
EWE Baskets Oldenburg",31,991:28:00,314,86,149,57.70%,24,86,27.90%,110,235,46.80%,70,99,70.70%,124,17,141,161,50,61,9,80,460,119,2
42,"DJEDOVIC N. (SG)
FC Bayern München",26,620:25:00,310,73,141,51.80%,26,85,30.60%,99,226,43.80%,86,105,81.90%,60,15,75,64,35,28,2,48,312,130,0
89,"FREASE K. (C)
Basketball Löwen Braunschweig",34,813:26:00,310,132,255,51.80%,0,0,0.00%,132,255,51.80%,46,108,42.60%,149,64,213,82,17,62,48,74,423,16,3
85,"MELLI N. (PF)
Brose Baskets",33,762:32:00,309,74,131,56.50%,30,80,37.50%,104,211,49.30%,71,95,74.70%,121,38,159,87,18,51,33,75,424,290,2
86,"KLASSEN O. (PF)
Phoenix Hagen",33,747:34:00,308,115,225,51.10%,2,7,28.60%,117,232,50.40%,72,134,53.70%,109,103,212,41,23,64,19,125,362,92,3
88,"WACHALSKI S. (PF)
medi bayreuth",33,800:58:00,304,59,109,54.10%,41,107,38.30%,100,216,46.30%,63,77,81.80%,82,37,119,34,23,31,10,79,329,-118,2
52,"KLIMAVICIUS T. (C)
Telekom Baskets Bonn",27,633:41:00,303,120,177,67.80%,6,15,40.00%,126,192,65.60%,45,67,67.20%,111,51,162,46,13,50,14,52,400,44,2
79,"MILLER D. (SF)
Brose Baskets",32,734:24:00,302,62,111,55.90%,47,107,43.90%,109,218,50.00%,37,42,88.10%,83,16,99,88,27,49,19,81,372,369,1
90,"FREESE J. (C)
Eisbären Bremerhaven",34,880:24:00,295,101,226,44.70%,1,3,33.30%,102,229,44.50%,90,141,63.80%,93,74,167,57,13,64,16,83,306,-125,0
81,"ZISIS N. (PG)
Brose Baskets",31,659:08:00,292,62,118,52.50%,30,88,34.10%,92,206,44.70%,78,87,89.70%,65,12,77,101,11,41,0,54,317,298,0
82,"LONCAR K. (PF)
ALBA BERLIN",31,574:18:00,292,84,139,60.40%,18,40,45.00%,102,179,57.00%,70,90,77.80%,61,33,94,35,13,29,11,86,319,114,0
92,"FITZPATRICK T. (C)
WALTER Tigers Tübingen",34,761:59:00,292,64,110,58.20%,45,137,32.90%,109,247,44.10%,29,43,67.40%,107,38,145,35,24,43,15,85,316,-117,0
45,"OLASENI G. (C)
GIESSEN 46ers",25,680:58:00,291,113,179,63.10%,0,0,0.00%,113,179,63.10%,65,94,69.20%,103,72,175,33,10,43,23,78,394,-20,7
73,"PREPELIC K. (SG)
EWE Baskets Oldenburg",29,689:59:00,289,19,31,61.30%,64,173,37.00%,83,204,40.70%,59,66,89.40%,81,10,91,98,15,58,1,63,308,96,1
87,"HUFF S. (SF)
MHP RIESEN Ludwigsburg",30,662:51:00,279,39,96,40.60%,45,131,34.40%,84,227,37.00%,66,79,83.50%,70,30,100,21,11,26,5,79,234,98,0
99,"WELLS C. (PG)
GIESSEN 46ers",34,863:00:00,275,90,194,46.40%,19,62,30.70%,109,256,42.60%,38,50,76.00%,74,7,81,131,32,46,5,57,319,-18,0
98,"LAWRENCE E. (PG)
Telekom Baskets Bonn",33,851:28:00,268,46,116,39.70%,34,125,27.20%,80,241,33.20%,74,94,78.70%,74,15,89,231,48,83,6,85,378,-100,1
76,"EVERETT T. (PG)
BG Göttingen",27,588:42:00,267,82,153,53.60%,19,69,27.50%,101,222,45.50%,46,65,70.80%,47,23,70,105,33,53,4,66,286,-91,1
103,"STEVENS A. (SF)
Basketball Löwen Braunschweig",34,526:22:00,266,113,199,56.80%,0,1,0.00%,113,200,56.50%,40,72,55.60%,96,48,144,24,23,28,13,71,323,-84,1
109,"HESS A. (SF)
Phoenix Hagen",34,598:03:00,260,29,68,42.60%,59,142,41.60%,88,210,41.90%,25,32,78.10%,62,36,98,31,12,22,9,96,259,-99,0
74,"ELY S. (SG)
Crailsheim Merlins",26,713:58:00,259,42,104,40.40%,36,97,37.10%,78,201,38.80%,67,79,84.80%,67,11,78,57,23,38,1,68,245,-240,0
75,"BARTHEL D. (PF)
FRAPORT SKYLINERS",26,570:31:00,258,75,109,68.80%,11,28,39.30%,86,137,62.80%,75,89,84.30%,74,36,110,39,16,40,17,53,335,156,1
114,"JOHNSON D. (SF)
Mitteldeutscher BC",34,856:45:00,252,35,82,42.70%,49,135,36.30%,84,217,38.70%,35,47,74.50%,71,13,84,67,19,46,2,82,233,-98,0
120,"GODBOLD D. (SF)
BG Göttingen",34,994:42:00,243,18,59,30.50%,58,196,29.60%,76,255,29.80%,33,46,71.70%,115,24,139,99,32,47,10,99,284,-197,0
117,"HECKMANN P. (SF)
Brose Baskets",33,586:34:00,240,53,84,63.10%,23,57,40.40%,76,141,53.90%,65,80,81.30%,69,21,90,60,17,26,2,78,303,297,0
101,"ALEKSANDROV N. (PF)
EWE Baskets Oldenburg",30,685:48:00,239,47,95,49.50%,36,110,32.70%,83,205,40.50%,37,45,82.20%,102,23,125,29,4,24,11,91,254,87,1
121,"KOCH F. (SF)
Telekom Baskets Bonn",34,576:12:00,238,58,103,56.30%,29,71,40.90%,87,174,50.00%,35,43,81.40%,69,21,90,30,13,27,1,64,250,-124,0
112,"STAIGER L. (SG)
Brose Baskets",31,473:29:00,233,11,19,57.90%,66,127,52.00%,77,146,52.70%,13,15,86.70%,46,5,51,30,12,8,3,39,250,280,0
119,"ZIPSER P. (SF)
FC Bayern München",32,577:47:00,230,48,82,58.50%,27,63,42.90%,75,145,51.70%,53,68,77.90%,94,23,117,45,17,31,14,74,307,180,0
13,"HUMMER I. (PF)
BG Göttingen",16,392:01:00,228,94,169,55.60%,3,9,33.30%,97,178,54.50%,31,62,50.00%,62,35,97,35,17,26,8,32,247,-68,2
94,"BRAUN T. (SF)
ratiopharm ulm",27,717:08:00,228,65,115,56.50%,20,48,41.70%,85,163,52.20%,38,47,80.90%,91,15,106,58,26,48,4,68,287,93,0
102,"STAINBROOK M. (C)
Crailsheim Merlins",29,498:51:00,227,88,141,62.40%,0,1,0.00%,88,142,62.00%,51,69,73.90%,80,53,133,39,14,46,9,54,304,-129,0
128,"MORRISON M. (C)
FRAPORT SKYLINERS",34,580:35:00,225,82,148,55.40%,0,1,0.00%,82,149,55.00%,61,113,54.00%,71,41,112,16,15,53,23,108,219,185,0
118,"MäDRICH D. (C)
Telekom Baskets Bonn",31,472:34:00,224,49,104,47.10%,27,75,36.00%,76,179,42.50%,45,62,72.60%,82,28,110,16,11,40,9,85,210,-166,0
67,"BABB C. (SG)
ratiopharm ulm",21,620:29:00,218,28,59,47.50%,40,107,37.40%,68,166,41.00%,42,50,84.00%,65,12,77,65,8,27,7,47,242,143,0
104,"STUCKEY M. (SG)
s.Oliver Baskets",28,590:09:00,217,32,68,47.10%,41,107,38.30%,73,175,41.70%,30,35,85.70%,40,9,49,38,9,31,3,81,178,-86,0
132,"WALESKOWSKI A. (PF)
MHP RIESEN Ludwigsburg",34,513:11:00,217,71,123,57.70%,19,67,28.40%,90,190,47.40%,18,25,72.00%,68,21,89,31,26,38,6,80,224,21,0
100,"CALVIN A. (SF)
Crailsheim Merlins",27,589:02:00,216,55,113,48.70%,31,91,34.10%,86,204,42.20%,13,24,54.20%,63,28,91,26,14,33,0,61,185,-233,0
43,"COVINGTON D. (C)
Phoenix Hagen",18,387:54:00,213,74,135,54.80%,0,0,0.00%,74,135,54.80%,65,99,65.70%,74,36,110,10,7,38,15,61,222,-24,4
57,"JOHNSON K. (PG)
MHP RIESEN Ludwigsburg",19,522:47:00,211,51,108,47.20%,9,50,18.00%,60,158,38.00%,82,99,82.80%,41,13,54,85,13,30,0,54,218,97,0
25,"EL-AMIN K. (PG)
BG Göttingen",16,436:36:00,210,57,105,54.30%,21,77,27.30%,78,182,42.90%,33,33,100.00%,25,8,33,103,18,32,1,36,229,-63,2
113,"KLEIN K. (PG)
FRAPORT SKYLINERS",28,594:06:00,208,22,54,40.70%,34,109,31.20%,56,163,34.40%,62,74,83.80%,37,16,53,60,21,34,1,77,190,70,0
134,"MöNNINGHOFF M. (SG)
BG Göttingen",34,743:32:00,206,34,78,43.60%,32,89,36.00%,66,167,39.50%,42,47,89.40%,65,13,78,64,16,43,4,64,219,-242,0
111,"HARRIS E. (PF)
Brose Baskets",27,348:00:00,204,69,99,69.70%,5,8,62.50%,74,107,69.20%,51,64,79.70%,36,26,62,21,7,23,1,60,226,108,0
31,"SOUTHERLAND J. (SF)
Mitteldeutscher BC",16,426:02:00,203,32,57,56.10%,38,96,39.60%,70,153,45.80%,25,31,80.70%,60,10,70,17,9,21,15,34,204,-23,2
34,"MARSHALL S. (SF)
Telekom Baskets Bonn",16,433:06:00,201,57,108,52.80%,18,52,34.60%,75,160,46.90%,33,45,73.30%,42,14,56,30,5,25,1,38,171,-72,0
130,"SMEULDERS R. (C)
EWE Baskets Oldenburg",31,540:45:00,201,74,127,58.30%,1,5,20.00%,75,132,56.80%,50,77,64.90%,79,50,129,21,7,28,6,88,252,13,0
131,"AGVA M. (C)
WALTER Tigers Tübingen",31,523:49:00,200,79,153,51.60%,0,0,0.00%,79,153,51.60%,42,62,67.70%,63,41,104,12,14,26,5,74,215,-135,1
137,"GAVEL A. (SG)
FC Bayern München",34,829:44:00,199,31,79,39.20%,31,84,36.90%,62,163,38.00%,44,66,66.70%,60,12,72,127,31,34,3,70,275,296,0
91,"PHILMORE I. (PF)
Telekom Baskets Bonn",23,408:00:00,198,75,121,62.00%,2,8,25.00%,77,129,59.70%,42,51,82.40%,39,39,78,16,5,26,4,59,214,-65,0
106,"O'NEALE R. (SF)
MHP RIESEN Ludwigsburg",25,450:26:00,192,40,80,50.00%,25,81,30.90%,65,161,40.40%,37,51,72.60%,69,45,114,22,19,17,9,49,229,34,1
144,"SIMON N. (PG)
Basketball Löwen Braunschweig",34,811:52:00,191,36,79,45.60%,33,93,35.50%,69,172,40.10%,20,31,64.50%,39,8,47,65,19,42,1,100,167,-40,0
141,"GESKE N. (PG)
Phoenix Hagen",33,496:08:00,190,48,110,43.60%,15,42,35.70%,63,152,41.50%,49,58,84.50%,36,16,52,85,16,47,1,60,199,-107,0
44,"LESLIE T. (SG)
medi bayreuth",16,339:33:00,189,62,103,60.20%,11,41,26.80%,73,144,50.70%,32,37,86.50%,41,35,76,29,11,22,4,30,211,-10,0
122,"JORDAN J. (PG)
WALTER Tigers Tübingen",27,858:02:00,188,40,85,47.10%,27,78,34.60%,67,163,41.10%,27,33,81.80%,88,16,104,229,25,58,0,70,386,-35,2
97,"PALM E. (SG)
GIESSEN 46ers",23,397:25:00,187,16,34,47.10%,44,103,42.70%,60,137,43.80%,23,27,85.20%,16,0,16,33,9,13,0,32,151,32,0
138,"LOESING B. (PG)
MHP RIESEN Ludwigsburg",32,580:34:00,187,39,88,44.30%,26,72,36.10%,65,160,40.60%,31,40,77.50%,26,10,36,68,21,36,1,97,173,25,0
139,"SPOHR D. (SF)
BG Göttingen",32,573:46:00,185,20,41,48.80%,43,97,44.30%,63,138,45.70%,16,20,80.00%,51,18,69,37,6,29,3,68,192,-108,0
3,"GRAVES A. (SG)
Crailsheim Merlins",12,394:47:00,184,50,105,47.60%,21,49,42.90%,71,154,46.10%,21,26,80.80%,29,5,34,30,11,25,0,34,146,-118,0
61,"SEIFERTH A. (C)
medi bayreuth",17,473:31:00,184,76,147,51.70%,0,2,0.00%,76,149,51.00%,32,40,80.00%,53,27,80,26,10,44,9,56,184,-61,1
108,"MCKINNEY J. (SG)
Telekom Baskets Bonn",24,480:27:00,184,21,45,46.70%,43,121,35.50%,64,166,38.60%,13,16,81.30%,35,3,38,17,12,12,1,59,135,-27,0
65,"SCRUBB P. (PG)
FRAPORT SKYLINERS",17,403:55:00,181,26,46,56.50%,30,63,47.60%,56,109,51.40%,39,47,83.00%,34,8,42,38,12,21,0,24,191,153,0
80,"COTTON T. (SG)
MHP RIESEN Ludwigsburg",19,520:16:00,179,51,106,48.10%,11,56,19.60%,62,162,38.30%,44,52,84.60%,36,18,54,51,25,32,6,56,175,70,0
149,"KULAWICK R. (SG)
BG Göttingen",34,610:02:00,178,12,21,57.10%,47,101,46.50%,59,122,48.40%,13,16,81.30%,63,24,87,33,10,21,2,87,223,-65,0
148,"MUNOZ A. (SF)
MHP RIESEN Ludwigsburg",33,485:55:00,177,22,45,48.90%,33,90,36.70%,55,135,40.70%,34,52,65.40%,52,21,73,44,8,27,7,54,184,4,0
124,"RUSSELL N. (SG)
WALTER Tigers Tübingen",26,519:40:00,175,48,94,51.10%,20,54,37.00%,68,148,46.00%,19,28,67.90%,34,9,43,58,17,32,3,74,175,-135,0
152,"SCHWETHELM P. (SF)
EWE Baskets Oldenburg",34,507:34:00,173,14,29,48.30%,40,100,40.00%,54,129,41.90%,25,27,92.60%,63,25,88,15,10,11,4,71,202,133,0
154,"KING A. (SF)
ALBA BERLIN",34,718:26:00,170,30,46,65.20%,30,110,27.30%,60,156,38.50%,20,29,69.00%,59,28,87,46,17,15,2,71,202,189,0
135,"BOONE J. (C)
MHP RIESEN Ludwigsburg",28,380:09:00,169,67,88,76.10%,0,0,0.00%,67,88,76.10%,35,69,50.70%,70,39,109,10,12,35,22,88,232,68,1
157,"DORETH B. (PG)
medi bayreuth",34,968:38:00,168,25,63,39.70%,35,82,42.70%,60,145,41.40%,13,18,72.20%,68,15,83,135,16,45,1,82,268,-224,0
140,"TADDA K. (SG)
GIESSEN 46ers",29,700:08:00,167,30,71,42.30%,20,70,28.60%,50,141,35.50%,47,57,82.50%,50,12,62,98,33,32,3,62,230,-2,0
156,"LISCHKA B. (PF)
GIESSEN 46ers",32,391:28:00,159,39,77,50.60%,11,27,40.70%,50,104,48.10%,48,61,78.70%,49,21,70,8,8,30,3,62,151,-52,0
133,"RADOSEVIC L. (C)
Brose Baskets",25,401:36:00,157,62,108,57.40%,0,1,0.00%,62,109,56.90%,33,41,80.50%,46,32,78,20,9,17,13,45,205,187,0
159,"BOYKIN R. (PF)
BG Göttingen",32,413:24:00,156,36,76,47.40%,23,72,31.90%,59,148,39.90%,15,17,88.20%,53,21,74,31,7,28,8,66,157,-202,0
160,"LITTLE J. (SG)
FRAPORT SKYLINERS",32,663:14:00,154,26,63,41.30%,28,70,40.00%,54,133,40.60%,18,27,66.70%,49,16,65,42,16,18,3,109,174,143,0
161,"AUSTIN W. (C)
Eisbären Bremerhaven",32,359:54:00,154,66,125,52.80%,0,0,0.00%,66,125,52.80%,22,39,56.40%,40,56,96,1,6,34,21,74,168,-100,2
162,"WRAGGE E. (PF)
GIESSEN 46ers",32,386:50:00,153,3,8,37.50%,45,105,42.90%,48,113,42.50%,12,15,80.00%,35,12,47,11,2,17,4,67,132,-16,0
151,"MULLINGS D. (SG)
medi bayreuth",29,458:08:00,150,51,100,51.00%,8,26,30.80%,59,126,46.80%,24,46,52.20%,34,20,54,33,23,25,7,70,153,-48,0
163,"MCCRAY D. (PG)
MHP RIESEN Ludwigsburg",31,431:14:00,145,31,66,47.00%,19,64,29.70%,50,130,38.50%,26,36,72.20%,23,13,36,24,11,25,1,72,102,56,0
126,"HENRY P. (PG)
ratiopharm ulm",21,476:52:00,141,41,79,51.90%,8,30,26.70%,49,109,45.00%,35,48,72.90%,56,20,76,62,37,35,7,49,215,63,0
166,"NADJFEJI A. (PF)
WALTER Tigers Tübingen",34,426:17:00,141,51,92,55.40%,5,21,23.80%,56,113,49.60%,24,31,77.40%,14,23,37,30,5,21,3,53,131,-84,0
116,"COBBS J. (PG)
FC Bayern München",19,374:18:00,140,29,62,46.80%,14,34,41.20%,43,96,44.80%,40,46,87.00%,28,2,30,62,11,30,1,27,155,13,0
168,"NEUMANN P. (C)
ratiopharm ulm",33,410:08:00,132,47,107,43.90%,0,1,0.00%,47,108,43.50%,38,57,66.70%,59,25,84,11,4,20,13,54,144,-37,0
143,"CIZAUSKAS V. (PG)
Crailsheim Merlins",23,461:09:00,130,35,82,42.70%,8,50,16.00%,43,132,32.60%,36,54,66.70%,46,12,58,85,12,56,0,70,122,-133,0
