pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
232,"RAZIS C. (SF)
EWE Baskets Oldenburg",19,64:06:00,15,5,10,50.00%,1,1,100.00%,6,11,54.60%,2,5,40.00%,2,3,5,4,2,5,0,9,13,28,0
210,"HARTENSTEIN F. (C)
Artland Dragons",7,29:07:00,14,6,9,66.70%,0,1,0.00%,6,10,60.00%,2,4,50.00%,4,2,6,1,0,4,0,10,11,-7,0
236,"NJEI A. (SG)
Artland Dragons",19,60:30:00,11,2,5,40.00%,2,10,20.00%,4,15,26.70%,1,2,50.00%,4,2,6,5,2,2,2,8,12,10,0
200,"KOCH F. (SF)
Telekom Baskets Bonn",4,11:21:00,10,1,3,33.30%,1,2,50.00%,2,5,40.00%,5,6,83.30%,0,1,1,0,0,0,0,5,7,-3,0
227,"DOEINCK F. (SG)
Artland Dragons",10,16:05:00,10,2,3,66.70%,2,4,50.00%,4,7,57.10%,0,0,0.00%,0,0,0,0,0,1,0,8,6,-2,0
229,"SMIT K. (PG)
EWE Baskets Oldenburg",11,36:26:00,10,2,4,50.00%,0,3,0.00%,2,7,28.60%,6,8,75.00%,5,2,7,4,0,7,0,9,7,7,0
234,"OLADIPO F. (PF)
ratiopharm ulm",13,48:05:00,10,3,8,37.50%,0,1,0.00%,3,9,33.30%,4,8,50.00%,8,2,10,1,0,7,0,8,4,-3,0
244,"SAIBOU J. (PG)
TBB Trier",26,113:26:00,10,2,11,18.20%,1,6,16.70%,3,17,17.70%,3,4,75.00%,15,8,23,6,2,13,0,21,13,-47,0
230,"HENNEBERGER C. (SG)
s.Oliver Baskets",11,45:34:00,9,0,2,0.00%,2,8,25.00%,2,10,20.00%,3,6,50.00%,1,0,1,2,1,0,0,3,2,-20,0
218,"STUCKEY M. (PG)
Brose Baskets",5,30:54:00,8,1,3,33.30%,2,6,33.30%,3,9,33.30%,0,0,0.00%,3,0,3,2,1,3,0,5,5,7,0
240,"HAIN D. (PG)
Telekom Baskets Bonn",17,79:04:00,8,1,1,100.00%,1,5,20.00%,2,6,33.30%,3,5,60.00%,3,2,5,4,0,2,0,8,9,-55,0
243,"ROCKMANN M. (SG)
Phoenix Hagen",21,134:45:00,8,2,14,14.30%,1,8,12.50%,3,22,13.60%,1,2,50.00%,10,5,15,9,1,6,0,12,7,-57,0
233,"HOFFMANN C. (PG)
Artland Dragons",9,16:16:00,7,2,2,100.00%,0,2,0.00%,2,4,50.00%,3,4,75.00%,0,0,0,0,0,4,0,3,0,-8,0
237,"ALBUS J. (SF)
WALTER Tigers Tübingen",9,10:44:00,5,1,3,33.30%,1,3,33.30%,2,6,33.30%,0,0,0.00%,4,0,4,1,1,1,0,4,6,2,0
238,"WILKINS D. (PF)
Phoenix Hagen",9,21:05:00,5,2,5,40.00%,0,0,0.00%,2,5,40.00%,1,1,100.00%,3,0,3,0,1,5,0,3,1,1,0
239,"RADOSAVLJEVIC B. (C)
FC Bayern München",8,30:58:00,4,2,7,28.60%,0,0,0.00%,2,7,28.60%,0,1,0.00%,7,3,10,0,1,4,0,10,5,-30,0
241,"NEY J. (SG)
ALBA BERLIN",10,21:48:00,4,2,3,66.70%,0,3,0.00%,2,6,33.30%,0,1,0.00%,1,1,2,2,0,1,1,2,3,-13,0
245,"HERWIG M. (PF)
BG Göttingen",12,26:19:00,4,2,6,33.30%,0,1,0.00%,2,7,28.60%,0,2,0.00%,3,0,3,0,0,1,0,8,-1,-4,0
220,"BEKTESHI B. (PG)
EnBW Ludwigsburg",2,07:03:00,3,0,0,0.00%,0,1,0.00%,0,1,0.00%,3,4,75.00%,0,0,0,1,0,0,0,0,2,-6,0
223,"GERTZ L. (SG)
New Yorker Phantoms Braunschweig",3,05:57:00,3,1,2,50.00%,0,0,0.00%,1,2,50.00%,1,2,50.00%,0,1,1,0,0,0,0,0,2,-6,0
246,"HEBERLEIN M. (SG)
ratiopharm ulm",9,13:17:00,3,1,1,100.00%,0,1,0.00%,1,2,50.00%,1,2,50.00%,1,0,1,1,0,0,0,1,3,-9,0
224,"SLATER J. (PG)
BG Göttingen",2,15:44:00,2,0,1,0.00%,0,3,0.00%,0,4,0.00%,2,2,100.00%,3,0,3,2,1,0,0,5,4,2,0
225,"MAIER J. (SF)
EnBW Ludwigsburg",2,10:57:00,2,1,6,16.70%,0,1,0.00%,1,7,14.30%,0,0,0.00%,0,2,2,0,0,1,0,1,-3,-2,0
226,"BUNTZ J. (SG)
ratiopharm ulm",2,03:29:00,2,1,2,50.00%,0,0,0.00%,1,2,50.00%,0,0,0.00%,0,0,0,0,0,0,0,1,1,-2,0
235,"OMAMOGHO I. (PF)
Artland Dragons",3,01:54:00,2,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,1,0
242,"REUTER T. (SF)
Phoenix Hagen",5,17:04:00,2,1,3,33.30%,0,1,0.00%,1,4,25.00%,0,0,0.00%,2,1,3,0,0,0,2,0,4,-21,0
247,"ZEIS P. (PF)
BBC Bayreuth",4,14:50:00,1,0,0,0.00%,0,2,0.00%,0,2,0.00%,1,2,50.00%,3,0,3,1,0,0,1,2,3,-15,0
248,"DURANT S. (SG)
BBC Bayreuth",2,02:41:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,0,0,0
249,"PLUSKOTA M. (PF)
Eisbären Bremerhaven",1,01:47:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
250,"JOHNSON D. (SF)
Eisbären Bremerhaven",5,05:52:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
251,"MARKERT D. (PG)
BG Göttingen",8,12:22:00,0,0,0,0.00%,0,2,0.00%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,2,-2,-4,0
252,"DONKOR A. (SG)
BG Göttingen",4,02:18:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,1,3,0
253,"WEISER J. (PG)
LTi GIESSEN 46ers",1,03:45:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,9,0
254,"FüLLE S. (SG)
ALBA BERLIN",2,02:32:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,0,1,-4,0
255,"MONSE S. (PF)
Brose Baskets",3,04:33:00,0,0,2,0.00%,0,0,0.00%,0,2,0.00%,0,0,0.00%,1,0,1,0,1,0,0,2,0,1,0
256,"JöRG F. (C)
EWE Baskets Oldenburg",1,01:59:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,0,2,0
257,"MALU J. (C)
Eisbären Bremerhaven",1,01:13:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,-5,0
258,"RICHTER J. (C)
Brose Baskets",1,02:55:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,1,2,0,0,0,0,1,2,0,0
259,"TURUDIC D. (C)
LTi GIESSEN 46ers",3,03:15:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,1,0,0,0,1,1,-1,0
260,"OLDEN J. (C)
EnBW Ludwigsburg",1,00:56:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
261,"THEILIG F. (PG)
FRAPORT SKYLINERS",3,09:54:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,0,0,1,1,1,0,0,0
262,"KRAMER M. (SG)
Phoenix Hagen",2,03:21:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,1,-1,-5,0
263,"MEYER-HüBNER F. (PG)
WALTER Tigers Tübingen",1,00:07:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0
264,"FRANKE F. (SF)
FRAPORT SKYLINERS",8,14:45:00,0,0,0,0.00%,0,2,0.00%,0,2,0.00%,0,0,0.00%,2,1,3,1,0,1,0,0,1,-9,0
265,"HADZOVIC N. (C)
EnBW Ludwigsburg",2,03:42:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,3,0,3,-4,-6,0
266,"TIENAREND N. (PG)
Eisbären Bremerhaven",1,02:09:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-4,0
267,"DIETZ K. (C)
TBB Trier",2,02:20:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,-1,-2,0
268,"EL DOMIATY J. (PG)
Eisbären Bremerhaven",3,04:45:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-6,0
