pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
64,"TAYLOR B. (SF)
FC Bayern München",33,788:02:00,341,79,139,56.80%,33,84,39.30%,112,223,50.20%,84,94,89.40%,73,20,93,42,32,19,4,64,372,190,0
65,"DELANEY M. (PG)
FC Bayern München",33,859:22:00,341,57,137,41.60%,35,99,35.40%,92,236,39.00%,122,145,84.10%,89,13,102,155,26,68,1,99,390,205,1
18,"HATTEN M. (PG)
Mitteldeutscher BC",25,818:22:00,340,90,172,52.30%,30,105,28.60%,120,277,43.30%,70,83,84.30%,76,20,96,124,54,66,8,77,386,41,1
73,"HUFF S. (SF)
MHP RIESEN Ludwigsburg",34,782:55:00,337,68,133,51.10%,52,151,34.40%,120,284,42.30%,45,65,69.20%,85,59,144,24,13,25,4,97,313,-27,0
22,"CUFFEE M. (SF)
Mitteldeutscher BC",25,690:12:00,330,97,162,59.90%,33,105,31.40%,130,267,48.70%,37,43,86.10%,70,36,106,31,8,46,3,67,289,-40,1
72,"HARRIS C. (SG)
MHP RIESEN Ludwigsburg",33,686:46:00,327,64,144,44.40%,34,74,46.00%,98,218,45.00%,97,116,83.60%,54,15,69,46,20,44,4,78,283,-20,0
74,"ALEKSANDROV N. (PF)
EWE Baskets Oldenburg",33,729:45:00,326,74,146,50.70%,38,109,34.90%,112,255,43.90%,64,72,88.90%,109,32,141,36,12,41,19,75,342,79,0
31,"DJEDOVIC N. (SF)
FC Bayern München",26,570:27:00,323,76,132,57.60%,25,75,33.30%,101,207,48.80%,96,120,80.00%,48,11,59,42,38,45,3,45,290,149,0
67,"ZWIENER P. (SF)
Eisbären Bremerhaven",32,889:48:00,322,84,179,46.90%,30,65,46.20%,114,244,46.70%,64,75,85.30%,83,34,117,66,14,68,8,56,318,-56,0
71,"SEARCY D. (PF)
Eisbären Bremerhaven",32,783:35:00,319,133,245,54.30%,0,4,0.00%,133,249,53.40%,53,79,67.10%,147,69,216,16,23,41,24,87,415,-149,5
84,"GRAVES A. (SG)
Artland Dragons",34,898:20:00,318,76,183,41.50%,39,107,36.50%,115,290,39.70%,49,63,77.80%,51,10,61,101,23,45,3,98,272,9,0
54,"HARRIS A. (SG)
WALTER Tigers Tübingen",29,783:00:00,317,61,139,43.90%,43,105,41.00%,104,244,42.60%,66,79,83.50%,99,18,117,42,18,46,0,73,295,-230,0
55,"SMITH J. (SG)
Brose Baskets",29,576:12:00,316,67,123,54.50%,48,123,39.00%,115,246,46.80%,38,46,82.60%,51,4,55,56,17,32,5,41,278,88,0
86,"SANDERS R. (SF)
Brose Baskets",34,669:02:00,316,84,163,51.50%,36,118,30.50%,120,281,42.70%,40,87,46.00%,76,48,124,45,42,51,7,88,275,190,0
59,"SOSA E. (PG)
ratiopharm ulm",30,602:39:00,314,61,130,46.90%,46,113,40.70%,107,243,44.00%,54,72,75.00%,35,11,46,79,15,53,0,48,247,1,0
78,"HOWARD M. (PF)
ratiopharm ulm",32,660:53:00,312,100,175,57.10%,3,20,15.00%,103,195,52.80%,103,134,76.90%,107,56,163,33,27,46,14,81,380,93,1
80,"STOJANOVSKI V. (SG)
ALBA BERLIN",33,601:54:00,312,56,115,48.70%,26,84,31.00%,82,199,41.20%,122,133,91.70%,51,13,64,40,17,25,2,84,282,151,0
79,"JUSKEVICIUS A. (SG)
Eisbären Bremerhaven",32,938:01:00,311,58,119,48.70%,46,133,34.60%,104,252,41.30%,57,64,89.10%,72,31,103,91,29,79,2,81,302,-47,0
92,"CLYBURN W. (SF)
ratiopharm ulm",34,748:08:00,308,90,180,50.00%,21,83,25.30%,111,263,42.20%,65,89,73.00%,96,55,151,43,28,50,7,57,311,88,1
61,"DOERKSEN J. (PF)
RASTA Vechta",29,680:17:00,302,104,179,58.10%,13,54,24.10%,117,233,50.20%,55,82,67.10%,79,55,134,29,25,29,14,87,332,-68,1
25,"BOWMAN B. (PF)
RASTA Vechta",23,678:13:00,299,68,160,42.50%,30,76,39.50%,98,236,41.50%,73,88,83.00%,97,42,139,38,26,43,11,53,317,-151,1
95,"DOORNEKAMP A. (SF)
New Yorker Phantoms Braunschweig",34,997:19:00,299,51,101,50.50%,55,147,37.40%,106,248,42.70%,32,41,78.10%,150,45,195,63,49,29,7,106,433,-55,6
98,"HAMMONDS C. (PG)
ALBA BERLIN",34,936:40:00,294,87,162,53.70%,25,76,32.90%,112,238,47.10%,45,64,70.30%,78,19,97,109,37,58,7,84,341,355,0
83,"HAMILTON K. (PG)
medi bayreuth",31,938:47:00,291,59,125,47.20%,34,87,39.10%,93,212,43.90%,71,89,79.80%,129,31,160,178,37,111,7,94,425,-30,2
94,"BENZING R. (SF)
FC Bayern München",33,541:04:00,290,61,116,52.60%,38,90,42.20%,99,206,48.10%,54,65,83.10%,59,17,76,33,26,17,4,68,294,254,0
101,"ZIRBES M. (C)
Brose Baskets",34,591:00:00,290,109,164,66.50%,1,1,100.00%,110,165,66.70%,69,95,72.60%,75,53,128,16,15,56,18,68,330,38,0
89,"BRYANT J. (C)
FC Bayern München",31,673:51:00,284,91,180,50.60%,16,52,30.80%,107,232,46.10%,54,72,75.00%,165,47,212,55,14,41,31,76,412,180,4
109,"MCNAUGHTON C. (C)
s.Oliver Baskets",34,629:07:00,276,113,193,58.50%,0,0,0.00%,113,193,58.60%,50,77,64.90%,85,47,132,24,17,55,10,101,297,-118,0
110,"VOIGTMANN J. (C)
FRAPORT SKYLINERS",34,729:18:00,275,107,194,55.20%,6,13,46.20%,113,207,54.60%,43,56,76.80%,118,50,168,51,13,54,13,55,359,-110,2
112,"CHIKOKO V. (PF)
TBB Trier",34,717:42:00,273,108,192,56.30%,6,35,17.10%,114,227,50.20%,39,75,52.00%,97,53,150,25,7,53,36,79,289,-99,1
46,"RADOSEVIC L. (C)
ALBA BERLIN",24,501:57:00,272,115,202,56.90%,0,0,0.00%,115,202,56.90%,42,60,70.00%,56,33,89,24,12,23,9,59,278,169,1
106,"GREGORY D. (PF)
Phoenix Hagen",33,918:55:00,271,110,215,51.20%,0,1,0.00%,110,216,50.90%,51,68,75.00%,117,62,179,14,27,45,25,96,348,-142,3
93,"SAMENAS L. (SG)
TBB Trier",30,621:42:00,266,21,47,44.70%,55,151,36.40%,76,198,38.40%,59,79,74.70%,43,15,58,29,8,30,0,91,189,20,0
104,"PLAISTED T. (C)
ratiopharm ulm",32,663:38:00,266,114,198,57.60%,0,1,0.00%,114,199,57.30%,38,73,52.10%,131,58,189,40,10,46,14,86,353,15,2
51,"THOMPSON D. (PF)
FC Bayern München",24,502:05:00,265,104,199,52.30%,0,6,0.00%,104,205,50.70%,57,82,69.50%,73,54,127,20,19,20,15,55,300,107,2
113,"JOYCE D. (PG)
EWE Baskets Oldenburg",33,827:46:00,265,49,111,44.10%,41,103,39.80%,90,214,42.10%,44,62,71.00%,52,8,60,129,17,51,2,102,280,79,0
3,"RAUTINS A. (SG)
FRAPORT SKYLINERS",15,504:04:00,264,31,67,46.30%,50,118,42.40%,81,185,43.80%,52,57,91.20%,57,8,65,54,13,54,0,36,233,40,1
81,"KOVACEVIC H. (SG)
Mitteldeutscher BC",28,760:45:00,264,72,145,49.70%,31,91,34.10%,103,236,43.60%,27,42,64.30%,62,23,85,48,26,49,5,68,231,-61,1
97,"THEIS D. (PF)
ratiopharm ulm",30,602:00:00,262,80,138,58.00%,14,60,23.30%,94,198,47.50%,60,79,76.00%,132,44,176,19,19,40,37,91,350,108,3
122,"RADOSAVLJEVIC B. (C)
WALTER Tigers Tübingen",34,532:48:00,261,91,170,53.50%,7,18,38.90%,98,188,52.10%,58,82,70.70%,55,48,103,19,8,52,8,90,233,-160,1
63,"GAFFNEY T. (PF)
Telekom Baskets Bonn",25,757:50:00,259,79,148,53.40%,15,82,18.30%,94,230,40.90%,56,73,76.70%,100,32,132,31,32,32,31,36,300,-3,2
119,"MCKINNEY J. (SG)
s.Oliver Baskets",33,800:16:00,258,38,78,48.70%,53,149,35.60%,91,227,40.10%,23,35,65.70%,69,7,76,40,12,18,3,67,223,-82,0
120,"KENDALL L. (PF)
ALBA BERLIN",33,691:47:00,258,93,179,52.00%,3,14,21.40%,96,193,49.70%,63,79,79.80%,121,45,166,49,18,58,20,96,340,254,0
57,"FISCHER D. (C)
Brose Baskets",24,527:16:00,254,102,159,64.20%,0,2,0.00%,102,161,63.40%,50,63,79.40%,115,30,145,25,9,31,65,52,395,227,2
123,"SCHAFFARTZIK H. (PG)
FC Bayern München",33,682:13:00,253,24,61,39.30%,54,129,41.90%,78,190,41.10%,43,47,91.50%,43,14,57,81,14,38,0,58,251,198,0
85,"BUCKNOR J. (SF)
TBB Trier",27,703:00:00,251,48,79,60.80%,35,82,42.70%,83,161,51.60%,50,66,75.80%,103,15,118,50,18,43,12,73,312,44,0
125,"SCHWARZ M. (SG)
Mitteldeutscher BC",34,684:52:00,250,15,41,36.60%,59,188,31.40%,74,229,32.30%,43,53,81.10%,25,7,32,37,13,22,2,53,147,-90,0
33,"KARL C. (SG)
MHP RIESEN Ludwigsburg",20,666:06:00,248,39,90,43.30%,35,81,43.20%,74,171,43.30%,65,79,82.30%,87,12,99,81,26,42,3,65,304,67,1
130,"JAGLA J. (PF)
ALBA BERLIN",34,452:05:00,244,63,110,57.30%,31,73,42.50%,94,183,51.40%,25,35,71.40%,59,45,104,17,16,23,6,68,265,224,0
116,"JACOBSEN C. (SF)
Brose Baskets",30,699:11:00,239,25,52,48.10%,44,121,36.40%,69,173,39.90%,57,67,85.10%,60,7,67,62,7,24,0,36,237,200,0
96,"RATKOVICA B. (PG)
WALTER Tigers Tübingen",27,801:20:00,237,47,102,46.10%,32,98,32.70%,79,200,39.50%,47,64,73.40%,51,6,57,147,25,88,3,76,243,-103,1
77,"GALLOWAY R. (SG)
FRAPORT SKYLINERS",24,600:54:00,235,56,117,47.90%,26,83,31.30%,82,200,41.00%,45,56,80.40%,44,15,59,47,18,52,2,58,180,-98,0
102,"BOONE J. (C)
s.Oliver Baskets",28,568:28:00,235,83,141,58.90%,0,2,0.00%,83,143,58.00%,69,119,58.00%,74,41,115,28,18,49,7,96,244,59,2
126,"STUCKEY M. (PG)
s.Oliver Baskets",32,630:54:00,234,40,84,47.60%,43,105,41.00%,83,189,43.90%,25,33,75.80%,62,7,69,36,15,43,4,66,201,-121,0
68,"JORDAN J. (PG)
Telekom Baskets Bonn",23,763:48:00,231,61,107,57.00%,29,78,37.20%,90,185,48.70%,22,37,59.50%,70,12,82,179,36,44,4,58,378,79,1
69,"JORDAN J. (PG)
Telekom Baskets Bonn",23,763:48:00,231,61,107,57.00%,29,78,37.20%,90,185,48.70%,22,37,59.50%,70,12,82,179,36,44,4,58,378,79,1
118,"KLEIN K. (PG)
FRAPORT SKYLINERS",29,794:47:00,230,30,86,34.90%,35,88,39.80%,65,174,37.40%,65,78,83.30%,49,11,60,78,23,72,1,66,198,-33,0
137,"RAMSEY K. (PF)
Phoenix Hagen",33,910:49:00,230,102,166,61.40%,3,19,15.80%,105,185,56.80%,17,42,40.50%,129,74,203,33,52,16,43,94,440,-136,2
45,"HARRIS R. (PG)
s.Oliver Baskets",20,373:54:00,228,29,60,48.30%,39,83,47.00%,68,143,47.60%,53,63,84.10%,26,7,33,24,2,37,3,34,168,-29,0
56,"HARRIS E. (PF)
Brose Baskets",21,444:53:00,228,53,97,54.60%,24,58,41.40%,77,155,49.70%,50,68,73.50%,53,20,73,21,13,17,11,42,233,138,0
75,"KLEBER M. (PF)
s.Oliver Baskets",23,575:34:00,227,52,106,49.10%,29,89,32.60%,81,195,41.50%,36,48,75.00%,113,40,153,24,14,39,17,66,270,-75,2
142,"TOPPER C. (SF)
Artland Dragons",34,571:10:00,227,18,34,52.90%,59,130,45.40%,77,164,47.00%,14,16,87.50%,63,16,79,20,8,23,3,47,225,-36,0
132,"FREASE K. (C)
Artland Dragons",32,511:44:00,226,99,182,54.40%,0,0,0.00%,99,182,54.40%,28,59,47.50%,76,48,124,35,4,44,21,70,252,-55,0
105,"TROUTMAN C. (PF)
FC Bayern München",26,479:48:00,215,69,113,61.10%,7,29,24.10%,76,142,53.50%,56,71,78.90%,73,50,123,26,13,23,4,41,277,136,1
144,"PANTELIC D. (C)
Mitteldeutscher BC",33,763:43:00,215,57,106,53.80%,18,67,26.90%,75,173,43.40%,47,71,66.20%,112,61,173,49,22,37,44,88,344,-13,0
117,"WALESKOWSKI A. (PF)
MHP RIESEN Ludwigsburg",27,443:30:00,214,62,124,50.00%,21,58,36.20%,83,182,45.60%,27,36,75.00%,64,33,97,22,16,25,6,73,222,79,1
146,"WARD W. (SF)
TBB Trier",33,652:45:00,214,45,87,51.70%,35,91,38.50%,80,178,44.90%,19,26,73.10%,90,24,114,22,14,32,3,54,230,-72,0
103,"FORD S. (PF)
Brose Baskets",24,471:52:00,201,57,100,57.00%,18,48,37.50%,75,148,50.70%,33,45,73.30%,81,40,121,15,10,27,20,52,255,155,1
150,"IDBIHI Y. (C)
FC Bayern München",33,531:37:00,201,79,151,52.30%,0,1,0.00%,79,152,52.00%,43,50,86.00%,87,55,142,26,8,25,7,75,279,180,1
34,"WATERS D. (PG)
s.Oliver Baskets",16,475:51:00,198,57,111,51.40%,10,30,33.30%,67,141,47.50%,54,61,88.50%,24,7,31,71,3,54,1,45,169,-48,0
140,"YOUNG J. (PG)
WALTER Tigers Tübingen",29,619:07:00,198,47,95,49.50%,25,95,26.30%,72,190,37.90%,29,46,63.00%,54,20,74,66,25,33,3,72,198,-137,0
153,"HARPER B. (PF)
Eisbären Bremerhaven",33,530:01:00,195,49,105,46.70%,15,43,34.90%,64,148,43.20%,52,83,62.70%,86,46,132,21,5,46,28,90,220,-16,0
26,"COOK D. (SF)
WALTER Tigers Tübingen",15,430:23:00,194,27,71,38.00%,37,106,34.90%,64,177,36.20%,29,33,87.90%,66,3,69,19,12,20,1,33,158,-52,0
87,"ROBERTSON Q. (SG)
FRAPORT SKYLINERS",21,673:04:00,194,50,101,49.50%,21,77,27.30%,71,178,39.90%,31,41,75.60%,83,18,101,62,30,39,2,68,233,-2,0
121,"SAVOVIC B. (PF)
FC Bayern München",25,442:50:00,194,52,91,57.10%,15,50,30.00%,67,141,47.50%,45,59,76.30%,73,32,105,23,9,30,8,42,221,171,0
147,"MEIERS M. (C)
Mitteldeutscher BC",30,471:51:00,193,69,143,48.30%,1,2,50.00%,70,145,48.30%,52,71,73.20%,66,27,93,13,10,26,33,105,222,-37,1
156,"WOHLFARTH-BOTTERMANN J. (C)
ALBA BERLIN",33,452:56:00,193,70,125,56.00%,0,0,0.00%,70,125,56.00%,53,125,42.40%,59,56,115,6,13,43,24,85,181,74,1
131,"SMEULDERS R. (C)
EWE Baskets Oldenburg",27,438:40:00,191,56,113,49.60%,6,12,50.00%,62,125,49.60%,61,72,84.70%,58,36,94,18,8,30,8,52,215,73,0
148,"SCHWETHELM P. (SF)
ratiopharm ulm",30,608:53:00,190,17,42,40.50%,43,99,43.40%,60,141,42.60%,27,35,77.10%,64,24,88,37,20,22,1,62,225,45,0
21,"SEELEY D. (SG)
medi bayreuth",14,434:38:00,187,41,78,52.60%,26,60,43.30%,67,138,48.60%,27,35,77.10%,33,13,46,36,15,40,1,38,166,9,0
127,"BURTSCHI J. (PF)
FRAPORT SKYLINERS",26,705:30:00,187,10,26,38.50%,41,98,41.80%,51,124,41.10%,44,52,84.60%,104,23,127,40,27,27,5,79,278,6,2
157,"LITTLE J. (SG)
s.Oliver Baskets",33,755:33:00,187,47,93,50.50%,22,72,30.60%,69,165,41.80%,27,39,69.20%,74,7,81,42,24,46,5,89,185,-79,0
111,"NANA H. (PF)
New Yorker Phantoms Braunschweig",23,543:27:00,185,49,112,43.80%,16,43,37.20%,65,155,41.90%,39,51,76.50%,95,21,116,28,19,31,6,49,221,-107,0
155,"HESS A. (SF)
ratiopharm ulm",31,566:37:00,182,32,63,50.80%,31,99,31.30%,63,162,38.90%,25,34,73.50%,59,27,86,19,13,13,1,78,180,35,0
124,"DUBOIS J. ()
FRAPORT SKYLINERS",24,477:04:00,181,35,84,41.70%,20,50,40.00%,55,134,41.00%,51,60,85.00%,13,7,20,40,9,49,2,51,115,-23,0
151,"NANKIVIL K. (PF)
ratiopharm ulm",30,615:28:00,181,40,74,54.10%,29,81,35.80%,69,155,44.50%,14,20,70.00%,88,30,118,21,16,18,16,48,242,52,0
108,"SMITH A. (SG)
Eisbären Bremerhaven",22,539:25:00,179,49,98,50.00%,17,66,25.80%,66,164,40.20%,30,43,69.80%,74,14,88,39,11,31,7,45,182,-51,1
159,"BUTTS I. (C)
RASTA Vechta",32,455:16:00,177,70,112,62.50%,0,0,0.00%,70,112,62.50%,37,64,57.80%,79,59,138,11,4,36,20,77,245,-13,1
165,"KING A. (SF)
ALBA BERLIN",34,648:41:00,177,35,73,47.90%,22,68,32.40%,57,141,40.40%,41,51,80.40%,77,36,113,42,15,28,1,65,226,121,0
44,"SOMMERVILLE M. (SF)
s.Oliver Baskets",15,393:30:00,171,49,93,52.70%,17,61,27.90%,66,154,42.90%,22,32,68.80%,70,17,87,22,14,42,2,25,156,-43,0
70,"WRIGHT Z. (PG)
Brose Baskets",17,379:11:00,170,69,111,62.20%,2,6,33.30%,71,117,60.70%,26,47,55.30%,41,9,50,56,20,36,1,33,194,45,0
76,"KASHIROV A. (C)
WALTER Tigers Tübingen",17,350:08:00,167,65,128,50.80%,0,0,0.00%,65,128,50.80%,37,52,71.20%,33,42,75,19,7,18,17,51,189,11,1
88,"CROSARIOL A. (C)
EWE Baskets Oldenburg",18,390:06:00,165,71,119,59.70%,0,0,0.00%,71,119,59.70%,23,35,65.70%,60,25,85,13,6,24,44,46,229,34,0
175,"MCCRAY D. (PG)
Telekom Baskets Bonn",34,484:09:00,162,46,87,52.90%,17,75,22.70%,63,162,38.90%,19,41,46.30%,37,6,43,37,15,41,1,87,96,-19,0
172,"WYSOCKI K. (SF)
EWE Baskets Oldenburg",33,492:55:00,160,32,74,43.20%,21,64,32.80%,53,138,38.40%,33,43,76.70%,73,27,100,23,12,25,2,52,177,74,0
145,"SIMON N. (PG)
medi bayreuth",24,590:30:00,156,21,43,48.80%,32,89,36.00%,53,132,40.20%,18,22,81.80%,31,8,39,41,4,35,0,79,122,-58,0
162,"HEYDEN P. (C)
medi bayreuth",29,355:02:00,156,59,101,58.40%,0,0,0.00%,59,101,58.40%,38,50,76.00%,39,31,70,4,4,17,16,53,179,-122,0
91,"NADJFEJI A. (PF)
WALTER Tigers Tübingen",17,402:59:00,155,58,117,49.60%,4,17,23.50%,62,134,46.30%,27,51,52.90%,38,21,59,26,12,32,1,53,125,-125,0
173,"N´DIAYE A. (C)
FRAPORT SKYLINERS",32,442:59:00,154,64,124,51.60%,0,0,0.00%,64,124,51.60%,26,55,47.30%,78,53,131,8,7,35,20,50,196,-37,1
128,"NEUMANN P. (C)
EWE Baskets Oldenburg",21,291:10:00,151,46,81,56.80%,0,2,0.00%,46,83,55.40%,59,88,67.10%,39,32,71,6,3,24,10,48,151,44,0
129,"NEUMANN P. (C)
EWE Baskets Oldenburg",21,291:10:00,151,46,81,56.80%,0,2,0.00%,46,83,55.40%,59,88,67.10%,39,32,71,6,3,24,10,48,151,44,0
139,"MCGHEE G. (C)
MHP RIESEN Ludwigsburg",22,402:54:00,151,57,110,51.80%,0,0,0.00%,57,110,51.80%,37,71,52.10%,78,40,118,6,6,29,15,51,180,33,2
180,"MANGOLD A. (PG)
Telekom Baskets Bonn",34,578:30:00,150,14,47,29.80%,33,94,35.10%,47,141,33.30%,23,35,65.70%,46,19,65,27,24,18,0,98,142,1,0
169,"MöNNINGHOFF M. (SG)
TBB Trier",30,648:50:00,149,21,50,42.00%,27,93,29.00%,48,143,33.60%,26,36,72.20%,43,13,56,15,17,26,1,73,107,-109,0
174,"IGBAVBOA U. (PF)
RASTA Vechta",30,392:04:00,143,48,91,52.70%,0,5,0.00%,48,96,50.00%,47,77,61.00%,55,23,78,13,9,25,6,64,146,-118,0
