pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
186,"LOOBY K. (C)
Telekom Baskets Bonn",34,514:37:00,143,61,101,60.40%,0,0,0.00%,61,101,60.40%,21,47,44.70%,76,50,126,4,10,19,29,79,227,-42,1
170,"STüCKEMANN F. (PG)
RASTA Vechta",29,544:28:00,142,18,44,40.90%,26,83,31.30%,44,127,34.70%,28,41,68.30%,40,14,54,30,14,28,0,71,116,-63,0
161,"STAIGER L. (SG)
FC Bayern München",25,402:06:00,137,7,20,35.00%,34,75,45.30%,41,95,43.20%,21,26,80.80%,28,11,39,25,11,15,0,35,138,173,0
171,"KHARTCHENKOV N. (SF)
Phoenix Hagen",28,301:44:00,136,19,41,46.30%,25,77,32.50%,44,118,37.30%,23,25,92.00%,21,5,26,8,5,10,0,32,89,-29,0
154,"BRIGHT K. (SF)
FRAPORT SKYLINERS",22,403:40:00,130,13,30,43.30%,33,85,38.80%,46,115,40.00%,5,8,62.50%,30,9,39,16,9,18,0,47,104,-34,0
184,"WYRICK B. (SF)
medi bayreuth",30,517:16:00,130,23,55,41.80%,24,81,29.60%,47,136,34.60%,12,18,66.70%,63,28,91,16,9,19,4,47,136,-13,0
114,"CARTER D. (PG)
s.Oliver Baskets",16,347:39:00,128,19,51,37.30%,22,70,31.40%,41,121,33.90%,24,29,82.80%,34,4,38,50,10,18,1,26,124,16,0
191,"VARGAS A. (SG)
ALBA BERLIN",33,589:37:00,128,20,42,47.60%,18,62,29.00%,38,104,36.50%,34,47,72.30%,67,23,90,35,25,32,2,93,169,139,0
192,"WACHALSKI S. (PF)
Telekom Baskets Bonn",33,339:44:00,126,18,34,52.90%,26,65,40.00%,44,99,44.40%,12,20,60.00%,35,19,54,13,10,15,6,47,131,33,0
29,"SEHOVIC S. (SG)
medi bayreuth",10,263:11:00,125,26,45,57.80%,13,33,39.40%,39,78,50.00%,34,41,82.90%,30,10,40,26,1,31,1,29,116,-64,0
185,"DORETH B. (PG)
Artland Dragons",29,465:32:00,122,18,49,36.70%,25,58,43.10%,43,107,40.20%,11,13,84.60%,32,10,42,66,5,46,0,55,123,-30,0
190,"SPODEN R. (PF)
s.Oliver Baskets",30,366:53:00,117,17,35,48.60%,22,60,36.70%,39,95,41.10%,17,30,56.70%,36,14,50,10,4,12,3,46,103,43,0
194,"WENDT O. (PG)
Phoenix Hagen",31,443:26:00,116,32,89,36.00%,10,33,30.30%,42,122,34.40%,22,44,50.00%,37,23,60,47,18,27,5,67,117,-86,0
195,"STOJIC M. (SF)
MHP RIESEN Ludwigsburg",32,451:32:00,116,29,64,45.30%,11,42,26.20%,40,106,37.70%,25,35,71.40%,42,13,55,14,9,29,5,63,94,-21,0
199,"SCHMIDT S. (C)
TBB Trier",34,472:24:00,115,37,79,46.80%,0,1,0.00%,37,80,46.30%,41,56,73.20%,53,28,81,18,8,32,3,70,135,-41,0
82,"BISHOP R. (SF)
RASTA Vechta",12,235:50:00,113,32,55,58.20%,9,26,34.60%,41,81,50.60%,22,27,81.50%,19,14,33,15,5,14,2,23,109,-28,0
133,"TALLEY D. (SG)
RASTA Vechta",16,302:26:00,113,21,65,32.30%,20,55,36.40%,41,120,34.20%,11,21,52.40%,29,20,49,11,10,21,2,25,75,-66,0
200,"KULAWICK R. (SG)
New Yorker Phantoms Braunschweig",34,473:58:00,113,13,20,65.00%,27,97,27.80%,40,117,34.20%,6,10,60.00%,38,8,46,15,8,12,0,49,89,-103,0
66,"LAWRENCE E. (PG)
Telekom Baskets Bonn",11,311:30:00,112,22,47,46.80%,15,34,44.10%,37,81,45.70%,23,29,79.30%,29,8,37,66,8,29,0,26,144,12,1
99,"CONROY W. (PG)
RASTA Vechta",13,394:35:00,112,25,61,41.00%,13,38,34.20%,38,99,38.40%,23,36,63.90%,43,19,62,66,16,43,0,34,139,-107,0
100,"CONROY W. (PG)
RASTA Vechta",13,394:35:00,112,25,61,41.00%,13,38,34.20%,38,99,38.40%,23,36,63.90%,43,19,62,66,16,43,0,34,139,-107,0
201,"FLOMO P. (C)
MHP RIESEN Ludwigsburg",34,463:55:00,108,45,85,52.90%,0,0,0.00%,45,85,52.90%,18,27,66.70%,43,53,96,9,6,26,32,76,176,56,0
203,"MITTMANN N. (SF)
WALTER Tigers Tübingen",34,589:12:00,106,14,42,33.30%,21,74,28.40%,35,116,30.20%,15,20,75.00%,89,21,110,14,16,13,5,58,152,-86,0
197,"SCHNEIDERS N. (C)
Eisbären Bremerhaven",29,310:56:00,101,41,75,54.70%,0,0,0.00%,41,75,54.70%,19,44,43.20%,54,42,96,7,13,22,17,77,153,24,0
193,"JACOBSON B. (PG)
s.Oliver Baskets",26,444:56:00,98,20,45,44.40%,10,58,17.20%,30,103,29.10%,28,38,73.70%,41,14,55,41,15,36,2,43,92,-37,0
141,"SMITH T. (SG)
MHP RIESEN Ludwigsburg",14,270:30:00,95,19,41,46.30%,10,35,28.60%,29,76,38.20%,27,35,77.10%,34,4,38,14,9,15,0,21,86,-29,0
210,"SCHMITZ S. (PG)
medi bayreuth",34,445:49:00,90,11,30,36.70%,18,65,27.70%,29,95,30.50%,14,18,77.80%,36,8,44,43,3,22,0,77,88,-69,0
198,"GRüNHEID G. (PF)
Artland Dragons",26,378:57:00,88,24,49,49.00%,11,32,34.40%,35,81,43.20%,7,18,38.90%,55,26,81,25,9,20,6,57,132,-38,0
213,"LEUTLOFF S. (SF)
Mitteldeutscher BC",34,411:14:00,86,30,69,43.50%,3,16,18.80%,33,85,38.80%,17,27,63.00%,37,29,66,13,9,23,1,50,90,-111,0
168,"LISCHKA J. (SF)
WALTER Tigers Tübingen",17,241:09:00,85,22,54,40.70%,9,13,69.20%,31,67,46.30%,14,23,60.90%,57,22,79,12,4,21,5,24,119,-44,1
196,"RUDOWITZ A. (SF)
RASTA Vechta",23,343:22:00,82,29,74,39.20%,4,19,21.10%,33,93,35.50%,12,17,70.60%,30,23,53,16,14,24,3,30,79,-80,0
138,"JACKSON S. (SG)
Eisbären Bremerhaven",11,257:17:00,76,26,51,51.00%,4,18,22.20%,30,69,43.50%,12,17,70.60%,24,15,39,20,9,13,1,35,88,-11,0
217,"TOMASZEK R. (PF)
MHP RIESEN Ludwigsburg",33,258:14:00,76,29,51,56.90%,2,7,28.60%,31,58,53.50%,12,24,50.00%,43,16,59,8,8,30,4,82,86,-74,0
14,"ROBINSON D. (PG)
FRAPORT SKYLINERS",5,141:00:00,71,22,43,51.20%,1,15,6.70%,23,58,39.70%,24,25,96.00%,6,2,8,12,6,11,0,14,50,-49,0
136,"NEAL M. (SG)
RASTA Vechta",10,180:51:00,70,28,51,54.90%,4,23,17.40%,32,74,43.20%,2,4,50.00%,12,18,30,5,1,19,1,21,44,-53,1
211,"EL DOMIATY J. (SG)
Eisbären Bremerhaven",26,275:12:00,68,2,13,15.40%,18,39,46.20%,20,52,38.50%,10,13,76.90%,7,6,13,13,10,13,1,48,57,-76,0
143,"ECHENIQUE G. (C)
MHP RIESEN Ludwigsburg",10,201:27:00,66,23,38,60.50%,0,0,0.00%,23,38,60.50%,20,29,69.00%,23,22,45,5,3,18,10,19,87,1,1
214,"KRAUSE D. (SG)
RASTA Vechta",27,233:14:00,66,7,16,43.80%,15,51,29.40%,22,67,32.80%,7,11,63.60%,10,5,15,4,2,7,0,28,31,-14,0
90,"ZAVACKAS D. (PF)
Telekom Baskets Bonn",7,208:27:00,64,10,21,47.60%,9,30,30.00%,19,51,37.30%,17,21,81.00%,25,5,30,14,3,9,1,19,67,48,0
206,"GOLDSBERRY J. (PG)
Brose Baskets",21,380:58:00,63,4,7,57.10%,11,40,27.50%,15,47,31.90%,22,30,73.30%,28,3,31,66,14,24,1,53,111,86,1
222,"BAHIENSE DE MELLO D. (SG)
EWE Baskets Oldenburg",30,375:51:00,62,15,39,38.50%,6,40,15.00%,21,79,26.60%,14,17,82.40%,31,2,33,21,11,16,2,54,52,0,0
231,"TADDA K. (SG)
Brose Baskets",34,403:59:00,62,13,20,65.00%,7,35,20.00%,20,55,36.40%,15,18,83.30%,39,7,46,35,12,13,0,46,104,94,0
218,"ZAZAI A. (PG)
New Yorker Phantoms Braunschweig",27,287:24:00,61,16,39,41.00%,3,9,33.30%,19,48,39.60%,20,26,76.90%,21,3,24,36,12,22,0,53,76,-59,0
228,"KRUEL B. (C)
Phoenix Hagen",30,204:06:00,59,22,42,52.40%,0,0,0.00%,22,42,52.40%,15,24,62.50%,16,16,32,5,5,9,3,32,66,-14,0
230,"FREESE J. (C)
EWE Baskets Oldenburg",31,336:00:00,58,19,55,34.50%,0,0,0.00%,19,55,34.60%,20,49,40.80%,37,21,58,19,7,19,8,58,66,-1,0
176,"BETZ S. (SF)
s.Oliver Baskets",12,172:25:00,57,12,18,66.70%,9,25,36.00%,21,43,48.80%,6,11,54.60%,16,11,27,9,8,6,3,25,71,-18,0
152,"MARKOTA D. (PF)
Brose Baskets",9,166:26:00,54,19,34,55.90%,4,20,20.00%,23,54,42.60%,4,8,50.00%,36,15,51,13,5,9,1,18,80,27,0
177,"NEUMANN P. (C)
Brose Baskets",11,121:02:00,51,19,36,52.80%,0,0,0.00%,19,36,52.80%,13,21,61.90%,17,15,32,4,4,5,5,16,66,11,0
178,"NEUMANN P. (C)
Brose Baskets",11,121:02:00,51,19,36,52.80%,0,0,0.00%,19,36,52.80%,13,21,61.90%,17,15,32,4,4,5,5,16,66,11,0
205,"ZIPSER P. (SG)
FC Bayern München",16,137:51:00,49,13,24,54.20%,4,14,28.60%,17,38,44.70%,11,16,68.80%,26,9,35,12,6,10,2,11,68,38,0
163,"CONROY W. ()
medi bayreuth",9,159:48:00,47,14,29,48.30%,4,14,28.60%,18,43,41.90%,7,13,53.90%,16,3,19,30,2,19,0,12,48,-62,0
164,"CONROY W. ()
medi bayreuth",9,159:48:00,47,14,29,48.30%,4,14,28.60%,18,43,41.90%,7,13,53.90%,16,3,19,30,2,19,0,12,48,-62,0
216,"HOFFMANN C. (PG)
Artland Dragons",20,174:27:00,47,7,17,41.20%,10,23,43.50%,17,40,42.50%,3,4,75.00%,4,0,4,15,2,13,1,20,32,-28,0
223,"PLUSKOTA M. (PF)
New Yorker Phantoms Braunschweig",23,213:31:00,47,16,28,57.10%,0,0,0.00%,16,28,57.10%,15,20,75.00%,30,12,42,0,6,9,6,38,75,-56,0
229,"HAMANN S. (PG)
FC Bayern München",25,213:44:00,47,11,23,47.80%,4,8,50.00%,15,31,48.40%,13,18,72.20%,15,0,15,46,7,17,1,29,78,114,0
42,"WATTS D. (PF)
FRAPORT SKYLINERS",4,99:45:00,46,9,16,56.30%,7,14,50.00%,16,30,53.30%,7,8,87.50%,20,7,27,3,4,6,1,13,60,8,0
202,"CLAY O. (PF)
Mitteldeutscher BC",14,136:05:00,44,17,26,65.40%,0,3,0.00%,17,29,58.60%,10,23,43.50%,15,13,28,3,1,6,1,21,46,-36,0
212,"SCHULTZE S. (PF)
ALBA BERLIN",17,105:30:00,44,6,10,60.00%,10,18,55.60%,16,28,57.10%,2,4,50.00%,7,5,12,3,4,8,0,15,41,24,0
234,"NJEI A. (SF)
Artland Dragons",26,216:53:00,44,10,21,47.60%,7,22,31.80%,17,43,39.50%,3,5,60.00%,13,2,15,14,4,7,2,25,44,-53,0
107,"CHUBB A. (C)
EWE Baskets Oldenburg",5,102:49:00,41,14,28,50.00%,0,0,0.00%,14,28,50.00%,13,15,86.70%,16,5,21,6,1,6,3,13,50,35,0
166,"JORDAN J. (PG)
Brose Baskets",8,226:21:00,41,13,26,50.00%,3,16,18.80%,16,42,38.10%,6,8,75.00%,15,9,24,53,11,13,1,14,89,94,0
167,"JORDAN J. (PG)
Brose Baskets",8,226:21:00,41,13,26,50.00%,3,16,18.80%,16,42,38.10%,6,8,75.00%,15,9,24,53,11,13,1,14,89,94,0
221,"ALBUS J. (SF)
WALTER Tigers Tübingen",19,153:49:00,41,3,8,37.50%,11,24,45.80%,14,32,43.80%,2,2,100.00%,7,3,10,14,7,4,0,29,50,12,0
225,"BLECK F. (SF)
Phoenix Hagen",20,152:49:00,40,14,21,66.70%,4,14,28.60%,18,35,51.40%,0,0,0.00%,12,3,15,7,2,5,2,16,44,-39,0
215,"OEHLE R. (C)
WALTER Tigers Tübingen",16,139:12:00,38,16,38,42.10%,0,3,0.00%,16,41,39.00%,6,10,60.00%,14,6,20,3,1,15,2,27,20,-74,0
179,"BRYANT T. (PF)
EWE Baskets Oldenburg",8,97:16:00,37,7,23,30.40%,3,6,50.00%,10,29,34.50%,14,21,66.70%,7,4,11,7,4,6,0,24,27,19,0
241,"MERZ M. (PG)
FRAPORT SKYLINERS",26,256:43:00,36,7,18,38.90%,4,12,33.30%,11,30,36.70%,10,16,62.50%,13,7,20,20,7,27,0,34,31,-72,0
134,"ESTERKAMP S. (SF)
RASTA Vechta",5,123:13:00,35,3,12,25.00%,9,24,37.50%,12,36,33.30%,2,3,66.70%,14,1,15,1,2,7,1,9,22,-22,0
135,"ESTERKAMP S. (SF)
RASTA Vechta",5,123:13:00,35,3,12,25.00%,9,24,37.50%,12,36,33.30%,2,3,66.70%,14,1,15,1,2,7,1,9,22,-22,0
181,"VELICKOVIC N. (PF)
Brose Baskets",8,126:02:00,35,9,22,40.90%,3,11,27.30%,12,33,36.40%,8,14,57.10%,25,9,34,7,3,12,3,13,43,-63,0
204,"JöNKE T. (PG)
ratiopharm ulm",11,74:52:00,34,9,17,52.90%,1,2,50.00%,10,19,52.60%,13,13,100.00%,2,1,3,8,2,7,0,14,31,-13,0
160,"MACK L. (PF)
s.Oliver Baskets",6,96:49:00,33,3,7,42.90%,9,21,42.90%,12,28,42.90%,0,0,0.00%,10,3,13,3,2,6,0,14,29,-30,0
239,"PETRIC M. (PG)
TBB Trier",23,166:42:00,33,1,8,12.50%,10,31,32.30%,11,39,28.20%,1,2,50.00%,12,3,15,4,6,18,0,27,11,-42,0
115,"BAILEY B. (SG)
medi bayreuth",4,61:50:00,32,8,13,61.50%,1,7,14.30%,9,20,45.00%,13,14,92.90%,5,0,5,9,6,7,0,13,33,-18,0
149,"KADJI K. (PF)
New Yorker Phantoms Braunschweig",5,76:53:00,31,7,18,38.90%,3,9,33.30%,10,27,37.00%,8,11,72.70%,14,4,18,0,1,8,3,10,25,-19,0
227,"KOCH T. (SF)
MHP RIESEN Ludwigsburg",15,105:26:00,30,4,14,28.60%,4,16,25.00%,8,30,26.70%,10,11,90.90%,11,6,17,1,3,7,0,7,21,5,0
233,"WENZL M. (C)
Artland Dragons",17,94:43:00,29,10,20,50.00%,0,0,0.00%,10,20,50.00%,9,15,60.00%,16,4,20,0,1,6,1,20,29,-49,0
251,"KOCH F. (SF)
Telekom Baskets Bonn",29,141:56:00,28,6,24,25.00%,3,13,23.10%,9,37,24.30%,7,8,87.50%,10,4,14,3,3,12,0,28,7,0,0
246,"WEBER M. (SF)
RASTA Vechta",24,242:15:00,27,8,33,24.20%,1,6,16.70%,9,39,23.10%,8,17,47.10%,22,13,35,7,5,17,2,39,20,-43,0
187,"SLOKAR U. (C)
ALBA BERLIN",6,104:20:00,24,12,25,48.00%,0,1,0.00%,12,26,46.20%,0,2,0.00%,18,10,28,2,3,7,1,14,35,11,0
242,"GESKE N. (PG)
Phoenix Hagen",19,149:30:00,24,6,20,30.00%,3,8,37.50%,9,28,32.10%,3,6,50.00%,10,1,11,8,5,12,0,21,14,-26,0
220,"WOLF E. (C)
Telekom Baskets Bonn",9,44:08:00,20,4,7,57.10%,3,8,37.50%,7,15,46.70%,3,4,75.00%,4,2,6,0,0,1,0,7,16,30,0
245,"SIMON W. (PF)
Mitteldeutscher BC",17,80:34:00,20,3,14,21.40%,3,3,100.00%,6,17,35.30%,5,8,62.50%,3,2,5,1,1,1,1,13,13,-67,0
232,"JARCHOW A. (SG)
RASTA Vechta",11,59:13:00,19,9,16,56.30%,0,0,0.00%,9,16,56.30%,1,4,25.00%,2,1,3,4,2,4,0,10,14,11,0
219,"WENZL A. (C)
TBB Trier",8,35:43:00,18,7,11,63.60%,0,1,0.00%,7,12,58.30%,4,9,44.40%,3,3,6,1,1,2,0,6,14,-20,0
158,"BOYKIN J. (PF)
s.Oliver Baskets",3,54:31:00,17,6,9,66.70%,1,4,25.00%,7,13,53.90%,2,2,100.00%,8,7,15,1,0,6,0,6,21,-32,0
236,"MAIER J. (PF)
ratiopharm ulm",11,51:31:00,17,5,12,41.70%,1,1,100.00%,6,13,46.20%,4,7,57.10%,11,4,15,2,2,3,2,9,25,-24,0
188,"ESTERKAMP S. (SF)
s.Oliver Baskets",4,86:14:00,16,3,9,33.30%,3,11,27.30%,6,20,30.00%,1,2,50.00%,7,3,10,4,2,6,0,8,11,8,0
189,"ESTERKAMP S. (SF)
s.Oliver Baskets",4,86:14:00,16,3,9,33.30%,3,11,27.30%,6,20,30.00%,1,2,50.00%,7,3,10,4,2,6,0,8,11,8,0
208,"ISHIZAKI T. (PG)
MHP RIESEN Ludwigsburg",5,62:39:00,15,4,13,30.80%,2,13,15.40%,6,26,23.10%,1,2,50.00%,2,1,3,8,2,2,0,16,5,-34,0
237,"NOLTE M. (C)
FRAPORT SKYLINERS",10,53:11:00,15,6,9,66.70%,0,0,0.00%,6,9,66.70%,3,12,25.00%,4,3,7,0,0,3,2,13,9,0,0
252,"SMIT K. (PG)
EWE Baskets Oldenburg",17,47:56:00,15,0,4,0.00%,2,4,50.00%,2,8,25.00%,9,14,64.30%,4,3,7,0,3,6,0,10,8,-14,0
254,"KONE B. (SG)
Eisbären Bremerhaven",18,105:49:00,15,5,15,33.30%,1,10,10.00%,6,25,24.00%,2,2,100.00%,7,2,9,16,2,11,0,20,12,-72,0
264,"HAIN D. (PG)
Mitteldeutscher BC",29,226:24:00,15,0,2,0.00%,5,17,29.40%,5,19,26.30%,0,0,0.00%,9,2,11,18,6,29,2,45,9,-66,0
247,"LAND E. (C)
New Yorker Phantoms Braunschweig",14,66:42:00,14,4,7,57.10%,0,3,0.00%,4,10,40.00%,6,6,100.00%,13,2,15,0,1,3,1,14,22,3,0
182,"ABDUL-HAMID M. (PG)
Artland Dragons",3,38:59:00,13,1,6,16.70%,3,5,60.00%,4,11,36.40%,2,2,100.00%,2,1,3,3,2,0,0,3,14,-4,0
183,"GAUSA K. (SF)
ratiopharm ulm",3,23:08:00,13,5,6,83.30%,1,2,50.00%,6,8,75.00%,0,0,0.00%,1,3,4,6,1,0,1,4,23,22,0
244,"SPöLER T. (SF)
medi bayreuth",10,52:01:00,12,1,9,11.10%,2,7,28.60%,3,16,18.80%,4,8,50.00%,6,2,8,3,0,4,0,8,2,-23,0
253,"UGRAI M. (PF)
s.Oliver Baskets",14,52:26:00,12,2,6,33.30%,1,5,20.00%,3,11,27.30%,5,6,83.30%,8,2,10,3,0,0,0,9,16,-5,0
240,"HUMMER I. (PF)
ratiopharm ulm",8,64:08:00,11,4,13,30.80%,1,5,20.00%,5,18,27.80%,0,0,0.00%,5,2,7,0,0,4,1,10,2,-35,0
261,"CHAMBERS T. (PG)
medi bayreuth",15,48:50:00,11,0,3,0.00%,3,5,60.00%,3,8,37.50%,2,2,100.00%,3,0,3,4,2,6,0,7,9,-18,0
224,"AKPINAR I. (PG)
ALBA BERLIN",5,18:46:00,10,1,2,50.00%,0,5,0.00%,1,7,14.30%,8,8,100.00%,1,0,1,0,0,2,0,2,3,-17,0
235,"BOGDANOV M. (PG)
New Yorker Phantoms Braunschweig",6,46:38:00,10,2,7,28.60%,1,1,100.00%,3,8,37.50%,3,8,37.50%,0,0,0,4,4,6,0,9,2,-7,0
243,"MACKELDANZ O. (C)
RASTA Vechta",8,26:55:00,10,2,4,50.00%,0,0,0.00%,2,4,50.00%,6,10,60.00%,3,1,4,1,0,2,0,2,7,-19,0
257,"MARTIN J. (PG)
Eisbären Bremerhaven",13,37:47:00,10,1,1,100.00%,2,11,18.20%,3,12,25.00%,2,2,100.00%,0,0,0,1,0,5,0,6,-3,-44,0
258,"KRUME M. (PF)
Phoenix Hagen",13,51:26:00,10,3,9,33.30%,1,2,50.00%,4,11,36.40%,1,2,50.00%,2,4,6,0,0,1,2,9,9,-20,0
238,"SIMONS B. (SF)
WALTER Tigers Tübingen",6,50:55:00,9,1,3,33.30%,2,12,16.70%,3,15,20.00%,1,2,50.00%,6,3,9,2,2,4,1,8,6,-20,0
255,"BAUES H. (PF)
Eisbären Bremerhaven",11,39:09:00,9,1,4,25.00%,2,4,50.00%,3,8,37.50%,1,2,50.00%,4,0,4,1,0,4,0,6,4,-42,0
256,"RICHTER J. (C)
FRAPORT SKYLINERS",9,27:32:00,7,2,6,33.30%,1,2,50.00%,3,8,37.50%,0,0,0.00%,2,3,5,0,0,1,0,4,6,-29,0
209,"MANIGAT W. (PG)
New Yorker Phantoms Braunschweig",2,15:53:00,6,2,4,50.00%,0,2,0.00%,2,6,33.30%,2,2,100.00%,0,0,0,0,2,1,0,4,3,4,0
260,"GERTZ L. (SG)
New Yorker Phantoms Braunschweig",8,30:13:00,6,0,2,0.00%,2,6,33.30%,2,8,25.00%,0,0,0.00%,1,0,1,1,0,1,1,4,2,-11,0
248,"FRITZE S. (PG)
Phoenix Hagen",5,20:01:00,5,1,2,50.00%,0,1,0.00%,1,3,33.30%,3,4,75.00%,1,0,1,2,2,3,0,2,4,8,0
262,"JOHNSON D. (SF)
New Yorker Phantoms Braunschweig",7,25:24:00,5,0,0,0.00%,1,3,33.30%,1,3,33.30%,2,2,100.00%,2,0,2,0,0,0,0,3,5,17,0
267,"ZEIS P. (SF)
medi bayreuth",20,140:21:00,5,1,2,50.00%,1,13,7.70%,2,15,13.30%,0,0,0.00%,13,8,21,7,4,2,0,20,22,-19,0
226,"WENZEL B. (PF)
New Yorker Phantoms Braunschweig",2,07:23:00,4,1,2,50.00%,0,1,0.00%,1,3,33.30%,2,2,100.00%,1,0,1,1,1,0,0,1,5,-4,0
207,"MAYIKA LUNGONGO L. (C)
Eisbären Bremerhaven",1,30:00:00,3,0,0,0.00%,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,2,0,1,1,1,0
249,"JOOS J. (C)
MHP RIESEN Ludwigsburg",3,04:55:00,3,0,1,0.00%,1,1,100.00%,1,2,50.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,11,0
259,"SHARPLESS A. (SG)
Eisbären Bremerhaven",4,25:28:00,3,0,3,0.00%,1,3,33.30%,1,6,16.70%,0,0,0.00%,0,1,1,1,1,3,0,6,-2,-15,0
250,"BLASS V. (SG)
Telekom Baskets Bonn",2,02:30:00,2,1,2,50.00%,0,0,0.00%,1,2,50.00%,0,0,0.00%,0,0,0,0,0,0,0,0,1,2,0
263,"WESSELS J. (SF)
New Yorker Phantoms Braunschweig",3,08:17:00,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,2,2,100.00%,3,0,3,0,0,0,1,2,6,-3,0
265,"TIMOR B. (SG)
ALBA BERLIN",4,19:30:00,2,0,1,0.00%,0,0,0.00%,0,1,0.00%,2,6,33.30%,3,0,3,1,0,6,0,5,-5,11,0
266,"ILZHöFER S. (SF)
FRAPORT SKYLINERS",4,19:14:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,0,1,1,0,0,1,0,3,0,-7,0
268,"SCHMIDT D. (PG)
Brose Baskets",14,51:31:00,2,0,3,0.00%,0,3,0.00%,0,6,0.00%,2,4,50.00%,5,0,5,2,0,6,0,8,-5,-14,0
269,"NOVAK J. (PF)
FRAPORT SKYLINERS",7,13:00:00,1,0,0,0.00%,0,1,0.00%,0,1,0.00%,1,2,50.00%,3,0,3,0,0,2,0,0,0,-5,0
270,"CANTY A. (PG)
TBB Trier",1,02:54:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,2,0,0,-2,-7,0
271,"DAHLEM M. (PG)
TBB Trier",1,01:57:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3,0
272,"WARE D. (SG)
ratiopharm ulm",1,02:38:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,-8,0
273,"TRAORE B. (PF)
WALTER Tigers Tübingen",1,01:31:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,1,0
274,"MALU J. (C)
Eisbären Bremerhaven",2,04:31:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,2,0,0,-1,-10,0
275,"BUNTIC L. (C)
TBB Trier",2,05:45:00,0,0,1,0.00%,0,1,0.00%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-3,0,0
276,"MICHEL T. (PF)
Telekom Baskets Bonn",1,00:41:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2,0
277,"LOCKHART D. (PG)
EWE Baskets Oldenburg",4,06:28:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,-3,0
278,"SEITHER J. (PF)
medi bayreuth",1,01:00:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-3,0
279,"ROCKMANN M. (SF)
Brose Baskets",5,12:47:00,0,0,1,0.00%,0,2,0.00%,0,3,0.00%,0,0,0.00%,1,0,1,1,1,1,0,0,-1,-2,0
280,"GENZ N. (SF)
medi bayreuth",1,01:00:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3,0
281,"THIEMANN J. (SF)
Brose Baskets",6,16:06:00,0,0,5,0.00%,0,0,0.00%,0,5,0.00%,0,4,0.00%,2,1,3,2,1,5,0,1,-8,5,0
282,"OLDENBURG T. (PF)
FRAPORT SKYLINERS",4,03:00:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,-1,-5,0
283,"FüLLE S. (SG)
ALBA BERLIN",4,09:59:00,0,0,0,0.00%,0,2,0.00%,0,2,0.00%,0,0,0.00%,2,0,2,2,1,0,0,1,3,2,0
284,"DAHMEN R. (SG)
Phoenix Hagen",2,03:34:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,2,-1,7,0
285,"BREU L. (SG)
TBB Trier",1,01:26:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5,0
